Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,15,660,67.2782874617737,21.4,0.2040141771006067,16
SyntheticPersonaChat,1045,19,731,69.95215311004785,16.526315789473685,0.1921270423316179,16
MSC,1898,18,1466,77.23919915700738,24.0,0.14712499556253583,16
PEC,33064,2,18356,55.516573917251385,7354.0,-0.03074425416770102,16
FoCus,1270,16,927,72.99212598425197,21.4375,0.18740727525737058,16
MPChat,4177,23,3492,83.60067033756285,29.782608695652176,0.15884582843783016,16
PER-CHAT,26941,79,24234,89.95211759028989,34.265822784810126,0.16205494489079808,16
