Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,24,179,42.01877934272301,10.291666666666666,0.16359106,16
SyntheticPersonaChat,475,23,222,46.73684210526316,11.0,0.17483379,16
MSC,718,26,333,46.37883008356546,14.807692307692308,0.12155522,16
PEC,11258,331,8045,71.46029490140344,9.706948640483384,0.06806128,16
FoCus,495,21,253,51.11111111111111,11.523809523809524,0.17429654,16
MPChat,1462,2,49,3.3515731874145005,706.5,0.02539578,16
PER-CHAT,8359,207,5700,68.18997487737768,12.845410628019323,0.09824022,16
