Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,0,981,100.0,0.0,-1.0,48
SyntheticPersonaChat,1045,0,1045,100.0,0.0,-1.0,48
MSC,1898,2,1694,89.2518440463646,102.0,0.18574078381061554,48
PEC,33064,3,32210,97.41713041374305,284.6666666666667,0.12973275780677795,48
FoCus,1270,0,1270,100.0,0.0,-1.0,48
MPChat,4177,2,3825,91.5728992099593,176.0,0.13356514275074005,48
PER-CHAT,26941,4,24406,90.59054971975799,633.75,0.27253013849258423,48
