Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,4,606,77.09923664122137,45.0,0.16379784,32
SyntheticPersonaChat,864,4,717,82.98611111111111,36.75,0.191072,32
MSC,1455,4,1283,88.1786941580756,43.0,0.22883028,32
PEC,24320,12,23405,96.23766447368422,76.25,0.1675832,32
FoCus,950,4,659,69.36842105263158,72.75,0.14445637,32
MPChat,3015,7,2616,86.76616915422886,57.0,0.18455505,32
PER-CHAT,19148,8,16711,87.27282222686442,304.625,0.26422787,32
