Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,2,599,76.20865139949109,93.5,0.15428233,32
SyntheticPersonaChat,864,2,687,79.51388888888889,88.5,0.20596266,32
MSC,1455,3,1312,90.17182130584193,47.666666666666664,0.16256666,32
PEC,24320,7,23306,95.83059210526315,144.85714285714286,0.1450836,32
FoCus,950,4,710,74.73684210526315,60.0,0.16648287,32
MPChat,3015,5,2672,88.62354892205639,68.6,0.24230188,32
PER-CHAT,19148,7,16477,86.05076248172134,381.57142857142856,0.2468759,32
