HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 20479
Vectorization method: tfidf
Number of clusters: 147
Number of noise points: 8128 (39.7%)
Analysis type: clusters
Timestamp: 2025-05-27 17:04:39

Dataset Distribution:
  PEC: 20479 statements

============================================================

Cluster Information:
  Cluster 145: 3507 statements (persistence: 0.117)
  Cluster 90: 479 statements (persistence: 0.339)
  Cluster 42: 211 statements (persistence: 0.221)
  Cluster 38: 195 statements (persistence: 0.331)
  Cluster 10: 179 statements (persistence: 0.233)
  Cluster 57: 164 statements (persistence: 0.322)
  Cluster 5: 150 statements (persistence: 0.309)
  Cluster 11: 141 statements (persistence: 0.269)
  Cluster 46: 138 statements (persistence: 0.365)
  Cluster 44: 137 statements (persistence: 0.284)
  Cluster 27: 135 statements (persistence: 0.381)
  Cluster 20: 133 statements (persistence: 0.326)
  Cluster 6: 131 statements (persistence: 0.257)
  Cluster 108: 130 statements (persistence: 1.000)
  Cluster 113: 129 statements (persistence: 0.382)
  Cluster 69: 121 statements (persistence: 0.387)
  Cluster 4: 120 statements (persistence: 0.192)
  Cluster 30: 119 statements (persistence: 0.309)
  Cluster 94: 118 statements (persistence: 0.446)
  Cluster 105: 118 statements (persistence: 0.476)
  Cluster 28: 116 statements (persistence: 0.422)
  Cluster 136: 116 statements (persistence: 0.531)
  Cluster 15: 114 statements (persistence: 0.414)
  Cluster 0: 112 statements (persistence: 0.256)
  Cluster 29: 111 statements (persistence: 0.405)
  Cluster 52: 109 statements (persistence: 0.403)
  Cluster 41: 105 statements (persistence: 0.392)
  Cluster 95: 102 statements (persistence: 0.482)
  Cluster 51: 97 statements (persistence: 0.386)
  Cluster 47: 96 statements (persistence: 0.460)
  Cluster 77: 96 statements (persistence: 0.460)
  Cluster 62: 95 statements (persistence: 0.374)
  Cluster 74: 90 statements (persistence: 0.416)
  Cluster 107: 89 statements (persistence: 0.514)
  Cluster 54: 86 statements (persistence: 0.437)
  Cluster 68: 84 statements (persistence: 0.518)
  Cluster 102: 84 statements (persistence: 0.463)
  Cluster 76: 82 statements (persistence: 0.501)
  Cluster 56: 81 statements (persistence: 0.482)
  Cluster 134: 78 statements (persistence: 1.000)
  Cluster 115: 75 statements (persistence: 0.650)
  Cluster 75: 69 statements (persistence: 0.604)
  Cluster 123: 69 statements (persistence: 0.641)
  Cluster 17: 68 statements (persistence: 0.487)
  Cluster 91: 68 statements (persistence: 0.603)
  Cluster 97: 66 statements (persistence: 0.597)
  Cluster 127: 66 statements (persistence: 0.631)
  Cluster 7: 65 statements (persistence: 0.626)
  Cluster 43: 63 statements (persistence: 0.556)
  Cluster 72: 62 statements (persistence: 0.558)
  Cluster 8: 61 statements (persistence: 0.547)
  Cluster 23: 61 statements (persistence: 0.617)
  Cluster 80: 61 statements (persistence: 0.466)
  Cluster 71: 60 statements (persistence: 0.565)
  Cluster 130: 59 statements (persistence: 0.766)
