Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,2,557,80.49132947976878,67.5,0.16817884,32
SyntheticPersonaChat,759,2,634,83.53096179183136,62.5,0.23920779,32
MSC,1245,3,1042,83.69477911646587,67.66666666666667,0.21840769,32
PEC,20479,2,19064,93.090482933737,707.5,0.1067338,32
FoCus,813,2,674,82.90282902829028,69.5,0.19600873,32
MPChat,2597,5,2265,87.21601848286484,66.4,0.22607765,32
PER-CHAT,15536,5,13323,85.75566426364573,442.6,0.29893917,32
