HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 39060
Vectorization method: tfidf
Number of clusters: 203
Number of noise points: 21275 (54.5%)
Analysis type: clusters
Timestamp: 2025-05-27 15:46:51

Dataset Distribution:
  FoCus: 596 statements
  MPChat: 2330 statements
  MSC: 771 statements
  PEC: 19963 statements
  PER-CHAT: 14357 statements
  PersonaChat: 692 statements
  SyntheticPersonaChat: 351 statements

============================================================

Cluster Information:
  Cluster 201: 3128 statements (persistence: 0.271)
  Cluster 129: 798 statements (persistence: 1.000)
  Cluster 157: 373 statements (persistence: 0.262)
  Cluster 64: 357 statements (persistence: 0.185)
  Cluster 122: 325 statements (persistence: 0.213)
  Cluster 77: 273 statements (persistence: 0.229)
  Cluster 144: 263 statements (persistence: 0.409)
  Cluster 98: 253 statements (persistence: 0.231)
  Cluster 151: 249 statements (persistence: 0.677)
  Cluster 73: 246 statements (persistence: 0.261)
  Cluster 160: 243 statements (persistence: 0.301)
  Cluster 75: 236 statements (persistence: 0.202)
  Cluster 43: 234 statements (persistence: 0.221)
  Cluster 51: 205 statements (persistence: 0.214)
  Cluster 124: 205 statements (persistence: 0.294)
  Cluster 102: 200 statements (persistence: 0.772)
  Cluster 134: 193 statements (persistence: 0.318)
  Cluster 143: 193 statements (persistence: 0.337)
  Cluster 70: 191 statements (persistence: 0.261)
  Cluster 53: 189 statements (persistence: 0.366)
  Cluster 83: 188 statements (persistence: 0.995)
  Cluster 31: 182 statements (persistence: 0.361)
  Cluster 131: 170 statements (persistence: 0.260)
  Cluster 135: 164 statements (persistence: 0.412)
  Cluster 30: 157 statements (persistence: 0.350)
  Cluster 154: 156 statements (persistence: 0.456)
  Cluster 147: 152 statements (persistence: 0.407)
  Cluster 140: 142 statements (persistence: 0.377)
  Cluster 85: 140 statements (persistence: 0.376)
  Cluster 20: 133 statements (persistence: 0.841)
  Cluster 84: 132 statements (persistence: 0.323)
  Cluster 92: 124 statements (persistence: 0.575)
  Cluster 164: 124 statements (persistence: 0.567)
  Cluster 11: 122 statements (persistence: 0.414)
  Cluster 141: 121 statements (persistence: 0.428)
  Cluster 146: 121 statements (persistence: 0.448)
  Cluster 156: 121 statements (persistence: 0.461)
  Cluster 101: 118 statements (persistence: 0.468)
  Cluster 116: 112 statements (persistence: 0.518)
  Cluster 88: 111 statements (persistence: 0.566)
  Cluster 2: 100 statements (persistence: 0.513)
  Cluster 161: 99 statements (persistence: 1.000)
  Cluster 150: 98 statements (persistence: 0.683)
  Cluster 9: 96 statements (persistence: 0.541)
  Cluster 106: 95 statements (persistence: 0.417)
  Cluster 158: 90 statements (persistence: 1.000)
  Cluster 87: 89 statements (persistence: 0.394)
  Cluster 81: 87 statements (persistence: 0.544)
  Cluster 94: 86 statements (persistence: 0.508)
  Cluster 182: 86 statements (persistence: 0.570)
  Cluster 71: 83 statements (persistence: 0.469)
  Cluster 57: 81 statements (persistence: 0.426)
  Cluster 159: 79 statements (persistence: 0.622)
  Cluster 175: 79 statements (persistence: 0.673)
  Cluster 63: 78 statements (persistence: 0.536)
  Cluster 162: 74 statements (persistence: 0.660)
  Cluster 168: 74 statements (persistence: 0.683)
  Cluster 138: 73 statements (persistence: 0.525)
  Cluster 183: 73 statements (persistence: 0.611)
  Cluster 46: 70 statements (persistence: 0.532)
  Cluster 91: 68 statements (persistence: 0.513)
  Cluster 173: 67 statements (persistence: 0.654)
  Cluster 17: 66 statements (persistence: 0.653)
  Cluster 108: 65 statements (persistence: 0.511)
  Cluster 121: 65 statements (persistence: 0.721)
  Cluster 58: 62 statements (persistence: 0.484)
  Cluster 69: 62 statements (persistence: 0.488)
  Cluster 107: 59 statements (persistence: 0.491)
  Cluster 79: 58 statements (persistence: 0.612)
  Cluster 80: 57 statements (persistence: 0.469)
  Cluster 23: 56 statements (persistence: 0.792)
  Cluster 82: 56 statements (persistence: 0.538)
  Cluster 142: 55 statements (persistence: 1.000)
  Cluster 153: 55 statements (persistence: 0.735)
  Cluster 21: 52 statements (persistence: 0.981)
  Cluster 149: 52 statements (persistence: 0.750)
  Cluster 185: 52 statements (persistence: 0.806)
  Cluster 136: 51 statements (persistence: 0.763)
  Cluster 60: 50 statements (persistence: 0.635)
  Cluster 100: 50 statements (persistence: 0.657)
  Cluster 193: 50 statements (persistence: 0.836)
  Cluster 15: 49 statements (persistence: 0.532)
  Cluster 167: 49 statements (persistence: 0.747)
  Cluster 96: 48 statements (persistence: 0.634)
  Cluster 97: 48 statements (persistence: 0.630)
  Cluster 165: 48 statements (persistence: 0.878)
  Cluster 130: 47 statements (persistence: 1.000)
  Cluster 132: 47 statements (persistence: 0.666)
  Cluster 155: 47 statements (persistence: 0.829)
  Cluster 12: 46 statements (persistence: 1.000)
  Cluster 170: 46 statements (persistence: 0.833)
  Cluster 197: 45 statements (persistence: 0.879)
  Cluster 110: 43 statements (persistence: 0.608)
  Cluster 192: 43 statements (persistence: 0.882)
  Cluster 25: 42 statements (persistence: 0.600)
  Cluster 61: 42 statements (persistence: 0.676)
  Cluster 78: 42 statements (persistence: 0.696)
  Cluster 177: 42 statements (persistence: 0.885)
  Cluster 7: 41 statements (persistence: 0.884)
  Cluster 191: 41 statements (persistence: 0.874)
  Cluster 18: 40 statements (persistence: 1.000)
  Cluster 105: 40 statements (persistence: 0.925)
  Cluster 148: 40 statements (persistence: 0.861)
  Cluster 166: 40 statements (persistence: 0.830)
  Cluster 172: 40 statements (persistence: 0.837)
  Cluster 196: 40 statements (persistence: 0.816)
  Cluster 4: 39 statements (persistence: 0.965)
  Cluster 114: 39 statements (persistence: 0.779)
  Cluster 145: 38 statements (persistence: 0.941)
  Cluster 174: 38 statements (persistence: 0.849)
  Cluster 40: 37 statements (persistence: 0.677)
  Cluster 99: 37 statements (persistence: 0.708)
  Cluster 169: 37 statements (persistence: 0.903)
  Cluster 5: 36 statements (persistence: 0.633)
  Cluster 33: 36 statements (persistence: 0.717)
  Cluster 68: 36 statements (persistence: 0.656)
  Cluster 93: 36 statements (persistence: 0.959)
  Cluster 95: 36 statements (persistence: 0.718)
  Cluster 127: 36 statements (persistence: 0.830)
  Cluster 194: 36 statements (persistence: 0.968)
  Cluster 48: 35 statements (persistence: 0.740)
  Cluster 19: 34 statements (persistence: 0.710)
  Cluster 22: 34 statements (persistence: 0.734)
  Cluster 66: 34 statements (persistence: 0.685)
  Cluster 103: 34 statements (persistence: 1.000)
  Cluster 179: 34 statements (persistence: 0.845)
  Cluster 1: 33 statements (persistence: 0.978)
  Cluster 55: 33 statements (persistence: 0.746)
  Cluster 112: 33 statements (persistence: 0.879)
  Cluster 54: 32 statements (persistence: 1.000)
  Cluster 67: 32 statements (persistence: 0.794)
  Cluster 118: 32 statements (persistence: 0.826)
  Cluster 186: 32 statements (persistence: 0.931)
  Cluster 39: 31 statements (persistence: 0.778)
  Cluster 133: 31 statements (persistence: 0.735)
  Cluster 184: 31 statements (persistence: 0.975)
  Cluster 10: 30 statements (persistence: 0.967)
  Cluster 89: 30 statements (persistence: 1.000)
  Cluster 123: 30 statements (persistence: 0.915)
  Cluster 28: 29 statements (persistence: 0.788)
  Cluster 41: 29 statements (persistence: 0.934)
  Cluster 45: 29 statements (persistence: 0.819)
  Cluster 50: 29 statements (persistence: 0.822)
  Cluster 120: 29 statements (persistence: 0.846)
  Cluster 47: 28 statements (persistence: 0.964)
  Cluster 163: 28 statements (persistence: 0.942)
  Cluster 3: 27 statements (persistence: 1.000)
  Cluster 24: 27 statements (persistence: 1.000)
  Cluster 76: 27 statements (persistence: 0.795)
  Cluster 126: 27 statements (persistence: 0.923)
  Cluster 152: 27 statements (persistence: 0.963)
  Cluster 198: 27 statements (persistence: 0.930)
  Cluster 16: 26 statements (persistence: 0.884)
  Cluster 56: 26 statements (persistence: 0.884)
  Cluster 72: 26 statements (persistence: 0.967)
  Cluster 117: 26 statements (persistence: 1.000)
  Cluster 125: 26 statements (persistence: 0.902)
  Cluster 176: 26 statements (persistence: 0.982)
  Cluster 195: 26 statements (persistence: 0.956)
  Cluster 26: 25 statements (persistence: 0.915)
  Cluster 34: 25 statements (persistence: 0.853)
  Cluster 36: 25 statements (persistence: 0.907)
  Cluster 90: 25 statements (persistence: 0.959)
  Cluster 137: 25 statements (persistence: 0.979)
  Cluster 171: 25 statements (persistence: 0.981)
  Cluster 188: 25 statements (persistence: 0.978)
  Cluster 29: 24 statements (persistence: 0.987)
  Cluster 74: 24 statements (persistence: 0.979)
  Cluster 187: 24 statements (persistence: 0.988)
  Cluster 200: 24 statements (persistence: 0.988)
  Cluster 6: 23 statements (persistence: 0.997)
  Cluster 37: 23 statements (persistence: 0.992)
  Cluster 42: 23 statements (persistence: 0.970)
  Cluster 52: 23 statements (persistence: 0.954)
  Cluster 59: 23 statements (persistence: 0.968)
  Cluster 178: 23 statements (persistence: 0.996)
  Cluster 202: 23 statements (persistence: 0.985)
  Cluster 8: 22 statements (persistence: 0.999)
  Cluster 104: 22 statements (persistence: 0.983)
  Cluster 111: 22 statements (persistence: 0.984)
  Cluster 119: 22 statements (persistence: 0.960)
  Cluster 199: 22 statements (persistence: 1.000)
  Cluster 13: 21 statements (persistence: 0.994)
  Cluster 27: 21 statements (persistence: 0.986)
  Cluster 35: 21 statements (persistence: 0.975)
  Cluster 49: 21 statements (persistence: 0.996)
  Cluster 62: 21 statements (persistence: 0.995)
  Cluster 115: 21 statements (persistence: 0.996)
  Cluster 181: 21 statements (persistence: 0.997)
  Cluster 189: 21 statements (persistence: 0.998)
  Cluster 0: 20 statements (persistence: 1.000)
  Cluster 14: 20 statements (persistence: 1.000)
  Cluster 32: 20 statements (persistence: 1.000)
  Cluster 38: 20 statements (persistence: 1.000)
  Cluster 44: 20 statements (persistence: 1.000)
  Cluster 65: 20 statements (persistence: 1.000)
  Cluster 86: 20 statements (persistence: 1.000)
  Cluster 109: 20 statements (persistence: 1.000)
  Cluster 113: 20 statements (persistence: 1.000)
  Cluster 128: 20 statements (persistence: 1.000)
  Cluster 139: 20 statements (persistence: 1.000)
  Cluster 180: 20 statements (persistence: 1.000)
  Cluster 190: 20 statements (persistence: 1.000)
