Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,6,387,55.92485549132948,50.833333333333336,0.4356292481285341,48
SyntheticPersonaChat,759,6,380,50.06587615283268,63.166666666666664,0.3973763740261574,48
MSC,1245,9,629,50.52208835341365,68.44444444444444,0.43500368431906244,48
PEC,20479,142,8374,40.89066848967235,85.24647887323944,0.48001811475201306,48
FoCus,813,9,316,38.86838868388684,55.22222222222222,0.37116410651500636,48
MPChat,2597,30,1222,47.0542934154794,45.833333333333336,0.31515020283024686,48
PER-CHAT,15536,54,9765,62.854016477857876,106.87037037037037,0.5162861917338408,48
