HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 11258
Vectorization method: tfidf
Number of clusters: 417
Number of noise points: 5654 (50.2%)
Analysis type: clusters
Timestamp: 2025-05-27 16:06:32

Dataset Distribution:
  PEC: 11258 statements

============================================================

Cluster Information:
  Cluster 416: 211 statements (persistence: 1.000)
  Cluster 141: 88 statements (persistence: 0.667)
  Cluster 189: 86 statements (persistence: 1.000)
  Cluster 233: 73 statements (persistence: 0.514)
  Cluster 249: 66 statements (persistence: 0.543)
  Cluster 0: 64 statements (persistence: 0.221)
  Cluster 131: 63 statements (persistence: 0.137)
  Cluster 121: 60 statements (persistence: 0.151)
  Cluster 253: 58 statements (persistence: 0.151)
  Cluster 184: 57 statements (persistence: 0.232)
  Cluster 277: 55 statements (persistence: 0.271)
  Cluster 307: 55 statements (persistence: 0.230)
  Cluster 199: 50 statements (persistence: 0.530)
  Cluster 320: 50 statements (persistence: 0.773)
  Cluster 122: 47 statements (persistence: 0.314)
  Cluster 275: 47 statements (persistence: 1.000)
  Cluster 194: 44 statements (persistence: 0.467)
  Cluster 153: 43 statements (persistence: 0.476)
  Cluster 214: 43 statements (persistence: 0.341)
  Cluster 247: 40 statements (persistence: 0.292)
  Cluster 330: 39 statements (persistence: 0.370)
  Cluster 219: 38 statements (persistence: 0.481)
  Cluster 263: 37 statements (persistence: 0.497)
  Cluster 210: 35 statements (persistence: 0.845)
  Cluster 255: 35 statements (persistence: 0.443)
  Cluster 179: 34 statements (persistence: 0.360)
  Cluster 268: 34 statements (persistence: 0.403)
  Cluster 115: 33 statements (persistence: 0.424)
  Cluster 259: 33 statements (persistence: 0.362)
  Cluster 41: 32 statements (persistence: 0.306)
  Cluster 98: 32 statements (persistence: 0.376)
  Cluster 150: 31 statements (persistence: 0.662)
  Cluster 229: 31 statements (persistence: 0.238)
  Cluster 311: 31 statements (persistence: 0.472)
  Cluster 415: 31 statements (persistence: 0.321)
  Cluster 21: 30 statements (persistence: 0.855)
  Cluster 138: 30 statements (persistence: 0.478)
  Cluster 264: 30 statements (persistence: 0.367)
  Cluster 254: 29 statements (persistence: 0.440)
  Cluster 265: 29 statements (persistence: 0.829)
  Cluster 257: 28 statements (persistence: 0.561)
  Cluster 274: 27 statements (persistence: 0.423)
  Cluster 280: 27 statements (persistence: 0.545)
  Cluster 336: 27 statements (persistence: 0.824)
  Cluster 195: 26 statements (persistence: 0.866)
  Cluster 251: 26 statements (persistence: 0.462)
  Cluster 276: 26 statements (persistence: 0.510)
  Cluster 309: 26 statements (persistence: 0.543)
  Cluster 70: 25 statements (persistence: 0.471)
  Cluster 142: 25 statements (persistence: 1.000)
  Cluster 209: 25 statements (persistence: 0.552)
  Cluster 230: 25 statements (persistence: 0.498)
  Cluster 27: 24 statements (persistence: 0.363)
  Cluster 108: 24 statements (persistence: 0.555)
  Cluster 239: 24 statements (persistence: 0.502)
  Cluster 84: 23 statements (persistence: 0.482)
  Cluster 93: 23 statements (persistence: 0.536)
  Cluster 161: 23 statements (persistence: 0.517)
  Cluster 316: 23 statements (persistence: 0.576)
  Cluster 258: 22 statements (persistence: 0.955)
  Cluster 10: 21 statements (persistence: 0.346)
  Cluster 46: 21 statements (persistence: 0.633)
  Cluster 50: 21 statements (persistence: 0.471)
  Cluster 157: 21 statements (persistence: 0.564)
  Cluster 294: 21 statements (persistence: 0.437)
  Cluster 5: 20 statements (persistence: 0.468)
  Cluster 71: 20 statements (persistence: 0.517)
  Cluster 90: 20 statements (persistence: 0.524)
  Cluster 100: 20 statements (persistence: 0.766)
  Cluster 168: 20 statements (persistence: 0.496)
  Cluster 261: 20 statements (persistence: 0.455)
  Cluster 278: 20 statements (persistence: 1.000)
  Cluster 281: 19 statements (persistence: 0.838)
