Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,19,301,38.295165394402034,25.526315789473685,0.4868732705698425,16
SyntheticPersonaChat,864,17,433,50.11574074074075,25.352941176470587,0.6962409585755267,16
MSC,1455,27,769,52.85223367697595,25.40740740740741,0.5431659548054674,16
PEC,24320,242,15644,64.32565789473685,35.85123966942149,0.52637699669202,16
FoCus,950,24,298,31.36842105263158,27.166666666666668,0.6789464748035489,16
MPChat,3015,35,1646,54.59369817578773,39.114285714285714,0.41577953622103586,16
PER-CHAT,19148,133,9838,51.37873407144349,70.0,0.41017334651311077,16
