Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,2,612,77.86259541984732,87.0,0.1590038,32
SyntheticPersonaChat,864,2,731,84.60648148148148,66.5,0.23227155,32
MSC,1455,3,1292,88.79725085910653,54.333333333333336,0.23236153,32
PEC,24320,6,23307,95.83470394736841,168.83333333333334,0.14381452,32
FoCus,950,3,756,79.57894736842105,64.66666666666667,0.17975876,32
MPChat,3015,6,2657,88.12603648424545,59.666666666666664,0.23709789,32
PER-CHAT,19148,7,16527,86.31188635888866,374.42857142857144,0.25391203,32
