Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,574,9,164,28.57142857142857,45.55555555555556,0.44513769990490265,32
SyntheticPersonaChat,631,12,337,53.40729001584786,24.5,0.2307383144045254,32
MSC,976,17,492,50.409836065573764,28.470588235294116,0.37183858084802446,32
PEC,15829,171,9193,58.07694737507107,38.80701754385965,0.5303030730106638,32
FoCus,676,14,159,23.5207100591716,36.92857142857143,0.385053029490271,32
MPChat,1903,34,835,43.87808723068839,31.41176470588235,0.4368775466796207,32
PER-CHAT,12212,70,6767,55.41270881100557,77.78571428571429,0.46985274038948577,32
