Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,12,237,55.633802816901415,15.75,0.2169088509049914,32
SyntheticPersonaChat,475,14,266,56.00000000000001,14.928571428571429,0.26829333667074645,32
MSC,718,23,420,58.495821727019504,12.956521739130435,0.36084550750245686,32
PEC,11258,59,6074,53.952744714869425,87.86440677966101,0.22036783751956376,32
FoCus,495,13,250,50.505050505050505,18.846153846153847,0.2865447013517936,32
MPChat,1462,32,851,58.20793433652531,19.09375,0.3500849709189991,32
PER-CHAT,8359,37,5969,71.40806316545041,64.5945945945946,0.30511582016294053,32
