Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension,Dataset_Distribution
Combined,12093,332,5993,49.55759530306789,18.373493975903614,0.23208935626977498,32,"{'PersonaChat': 244, 'SyntheticPersonaChat': 185, 'MSC': 262, 'PEC': 6017, 'FoCus': 243, 'MPChat': 773, 'PER-CHAT': 4369}"
