Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,5,254,25.891946992864423,145.4,0.6591844262150662,16
SyntheticPersonaChat,1045,4,255,24.401913875598087,197.5,0.697513942643284,16
MSC,1898,10,603,31.770284510010537,129.5,0.6166009637205024,16
PEC,33064,82,15222,46.037986934430194,217.58536585365854,0.5564303670168443,16
FoCus,1270,9,614,48.346456692913385,72.88888888888889,0.520752629109659,16
MPChat,4177,20,1868,44.72109169260234,115.45,0.6197794842665706,16
PER-CHAT,26941,41,13814,51.27500835158308,320.1707317073171,0.5486715873474431,16
