Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,12,510,73.69942196531792,15.166666666666666,0.144598,48
SyntheticPersonaChat,759,16,563,74.17654808959156,12.25,0.14485371,48
MSC,1245,17,1001,80.40160642570281,14.352941176470589,0.15788326,48
PEC,20479,4,13198,64.44650617705943,1820.25,-0.072822645,48
FoCus,813,7,607,74.66174661746618,29.428571428571427,0.08025043,48
MPChat,2597,12,2122,81.7096649980747,39.583333333333336,0.102153026,48
PER-CHAT,15536,50,13357,85.97451081359424,43.58,0.17609593,48
