HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 12093
Vectorization method: tfidf
Number of clusters: 216
Number of noise points: 7632 (63.1%)
Analysis type: clusters
Timestamp: 2025-05-27 17:16:58

Dataset Distribution:
  FoCus: 243 statements
  MPChat: 773 statements
  MSC: 262 statements
  PEC: 6017 statements
  PER-CHAT: 4369 statements
  PersonaChat: 244 statements
  SyntheticPersonaChat: 185 statements

============================================================

Cluster Information:
  Cluster 39: 314 statements (persistence: 1.000)
  Cluster 215: 288 statements (persistence: 0.991)
  Cluster 123: 167 statements (persistence: 0.657)
  Cluster 50: 130 statements (persistence: 0.283)
  Cluster 20: 88 statements (persistence: 0.631)
  Cluster 34: 74 statements (persistence: 1.000)
  Cluster 45: 66 statements (persistence: 0.694)
  Cluster 180: 65 statements (persistence: 0.888)
  Cluster 159: 64 statements (persistence: 0.274)
  Cluster 140: 63 statements (persistence: 0.597)
  Cluster 49: 56 statements (persistence: 0.449)
  Cluster 152: 54 statements (persistence: 0.701)
  Cluster 88: 53 statements (persistence: 0.230)
  Cluster 67: 52 statements (persistence: 0.220)
  Cluster 145: 52 statements (persistence: 0.513)
  Cluster 146: 50 statements (persistence: 0.563)
  Cluster 108: 49 statements (persistence: 0.385)
  Cluster 122: 48 statements (persistence: 1.000)
  Cluster 113: 47 statements (persistence: 0.507)
  Cluster 26: 46 statements (persistence: 0.423)
  Cluster 64: 43 statements (persistence: 0.835)
  Cluster 30: 42 statements (persistence: 0.363)
  Cluster 141: 42 statements (persistence: 0.578)
  Cluster 171: 42 statements (persistence: 0.895)
  Cluster 58: 40 statements (persistence: 0.416)
  Cluster 75: 38 statements (persistence: 0.317)
  Cluster 112: 36 statements (persistence: 0.690)
  Cluster 53: 34 statements (persistence: 0.270)
  Cluster 177: 34 statements (persistence: 0.559)
  Cluster 47: 31 statements (persistence: 0.292)
  Cluster 133: 30 statements (persistence: 0.350)
  Cluster 143: 30 statements (persistence: 0.528)
  Cluster 31: 29 statements (persistence: 0.318)
  Cluster 38: 29 statements (persistence: 0.367)
  Cluster 101: 29 statements (persistence: 0.580)
  Cluster 3: 28 statements (persistence: 0.536)
  Cluster 51: 28 statements (persistence: 0.634)
  Cluster 157: 28 statements (persistence: 0.814)
  Cluster 178: 28 statements (persistence: 0.702)
  Cluster 175: 27 statements (persistence: 0.356)
  Cluster 90: 26 statements (persistence: 0.423)
  Cluster 99: 26 statements (persistence: 0.496)
  Cluster 104: 26 statements (persistence: 0.546)
  Cluster 114: 26 statements (persistence: 0.745)
  Cluster 1: 24 statements (persistence: 1.000)
  Cluster 54: 24 statements (persistence: 0.675)
  Cluster 96: 24 statements (persistence: 0.566)
  Cluster 103: 24 statements (persistence: 1.000)
  Cluster 119: 24 statements (persistence: 0.479)
  Cluster 132: 24 statements (persistence: 0.504)
  Cluster 79: 23 statements (persistence: 0.571)
  Cluster 121: 23 statements (persistence: 0.640)
  Cluster 214: 23 statements (persistence: 0.857)
  Cluster 77: 22 statements (persistence: 0.386)
  Cluster 137: 22 statements (persistence: 0.767)
  Cluster 150: 22 statements (persistence: 0.570)
  Cluster 194: 22 statements (persistence: 0.684)
  Cluster 11: 21 statements (persistence: 0.380)
  Cluster 117: 21 statements (persistence: 0.534)
  Cluster 128: 21 statements (persistence: 0.676)
  Cluster 60: 20 statements (persistence: 0.600)
