HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 20479
Vectorization method: tfidf
Number of clusters: 53
Number of noise points: 8061 (39.4%)
Analysis type: clusters
Timestamp: 2025-05-27 16:34:39

Dataset Distribution:
  PEC: 20479 statements

============================================================

Cluster Information:
  Cluster 51: 3863 statements (persistence: 0.106)
  Cluster 19: 752 statements (persistence: 0.316)
  Cluster 24: 572 statements (persistence: 0.395)
  Cluster 8: 545 statements (persistence: 0.219)
  Cluster 15: 479 statements (persistence: 0.260)
  Cluster 4: 421 statements (persistence: 0.373)
  Cluster 6: 403 statements (persistence: 0.241)
  Cluster 0: 371 statements (persistence: 0.447)
  Cluster 37: 307 statements (persistence: 0.459)
  Cluster 2: 283 statements (persistence: 0.429)
  Cluster 21: 261 statements (persistence: 0.524)
  Cluster 27: 233 statements (persistence: 0.438)
  Cluster 25: 220 statements (persistence: 0.462)
  Cluster 17: 216 statements (persistence: 0.511)
  Cluster 41: 197 statements (persistence: 0.511)
  Cluster 33: 196 statements (persistence: 0.484)
  Cluster 28: 181 statements (persistence: 0.592)
  Cluster 13: 162 statements (persistence: 0.522)
  Cluster 31: 158 statements (persistence: 0.562)
  Cluster 14: 156 statements (persistence: 0.540)
  Cluster 36: 133 statements (persistence: 0.598)
  Cluster 26: 131 statements (persistence: 0.992)
  Cluster 35: 126 statements (persistence: 0.803)
  Cluster 44: 124 statements (persistence: 0.623)
  Cluster 38: 122 statements (persistence: 0.769)
  Cluster 30: 121 statements (persistence: 0.685)
  Cluster 23: 119 statements (persistence: 0.579)
  Cluster 40: 100 statements (persistence: 0.815)
  Cluster 42: 91 statements (persistence: 0.801)
  Cluster 49: 84 statements (persistence: 0.809)
  Cluster 12: 83 statements (persistence: 0.771)
  Cluster 3: 79 statements (persistence: 0.656)
  Cluster 32: 78 statements (persistence: 1.000)
  Cluster 5: 75 statements (persistence: 0.651)
  Cluster 48: 74 statements (persistence: 0.936)
  Cluster 45: 72 statements (persistence: 0.942)
  Cluster 52: 68 statements (persistence: 0.901)
  Cluster 11: 60 statements (persistence: 0.832)
  Cluster 39: 57 statements (persistence: 0.970)
  Cluster 43: 56 statements (persistence: 0.937)
  Cluster 7: 54 statements (persistence: 0.812)
  Cluster 34: 54 statements (persistence: 0.955)
  Cluster 1: 51 statements (persistence: 0.857)
  Cluster 50: 50 statements (persistence: 0.979)
  Cluster 46: 46 statements (persistence: 0.997)
  Cluster 47: 46 statements (persistence: 0.996)
  Cluster 18: 44 statements (persistence: 1.000)
  Cluster 20: 43 statements (persistence: 0.991)
  Cluster 9: 41 statements (persistence: 0.990)
  Cluster 10: 40 statements (persistence: 1.000)
  Cluster 16: 40 statements (persistence: 1.000)
  Cluster 22: 40 statements (persistence: 1.000)
  Cluster 29: 40 statements (persistence: 1.000)
