HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 21736
Vectorization method: tfidf
Number of clusters: 155
Number of noise points: 12701 (58.4%)
Analysis type: clusters
Timestamp: 2025-05-27 16:38:02

Dataset Distribution:
  FoCus: 390 statements
  MPChat: 1341 statements
  MSC: 441 statements
  PEC: 11012 statements
  PER-CHAT: 7845 statements
  PersonaChat: 426 statements
  SyntheticPersonaChat: 281 statements

============================================================

Cluster Information:
  Cluster 153: 2351 statements (persistence: 0.206)
  Cluster 58: 488 statements (persistence: 1.000)
  Cluster 92: 301 statements (persistence: 0.578)
  Cluster 101: 259 statements (persistence: 0.706)
  Cluster 63: 198 statements (persistence: 0.335)
  Cluster 94: 189 statements (persistence: 0.451)
  Cluster 72: 154 statements (persistence: 0.645)
  Cluster 76: 152 statements (persistence: 0.269)
  Cluster 56: 147 statements (persistence: 0.769)
  Cluster 31: 130 statements (persistence: 0.691)
  Cluster 35: 130 statements (persistence: 1.000)
  Cluster 44: 120 statements (persistence: 0.248)
  Cluster 110: 106 statements (persistence: 0.587)
  Cluster 126: 99 statements (persistence: 0.667)
  Cluster 122: 97 statements (persistence: 0.576)
  Cluster 3: 96 statements (persistence: 0.346)
  Cluster 42: 94 statements (persistence: 0.327)
  Cluster 87: 92 statements (persistence: 0.347)
  Cluster 98: 91 statements (persistence: 0.448)
  Cluster 91: 90 statements (persistence: 0.433)
  Cluster 125: 88 statements (persistence: 0.542)
  Cluster 51: 85 statements (persistence: 0.284)
  Cluster 114: 79 statements (persistence: 0.491)
  Cluster 48: 77 statements (persistence: 0.285)
  Cluster 84: 77 statements (persistence: 0.449)
  Cluster 95: 70 statements (persistence: 0.986)
  Cluster 61: 69 statements (persistence: 0.282)
  Cluster 103: 68 statements (persistence: 0.612)
  Cluster 41: 64 statements (persistence: 0.361)
  Cluster 100: 63 statements (persistence: 0.443)
  Cluster 86: 61 statements (persistence: 0.767)
  Cluster 39: 57 statements (persistence: 0.362)
  Cluster 52: 52 statements (persistence: 0.349)
  Cluster 109: 52 statements (persistence: 0.716)
  Cluster 136: 52 statements (persistence: 0.975)
  Cluster 78: 50 statements (persistence: 1.000)
  Cluster 119: 50 statements (persistence: 0.423)
  Cluster 60: 46 statements (persistence: 0.459)
  Cluster 130: 46 statements (persistence: 0.582)
  Cluster 6: 45 statements (persistence: 0.407)
  Cluster 40: 43 statements (persistence: 0.324)
  Cluster 77: 43 statements (persistence: 0.491)
  Cluster 141: 42 statements (persistence: 0.738)
  Cluster 117: 41 statements (persistence: 0.605)
  Cluster 137: 41 statements (persistence: 0.792)
  Cluster 124: 40 statements (persistence: 0.853)
  Cluster 46: 39 statements (persistence: 0.749)
  Cluster 62: 37 statements (persistence: 0.794)
  Cluster 82: 37 statements (persistence: 0.618)
  Cluster 25: 35 statements (persistence: 0.390)
  Cluster 28: 35 statements (persistence: 0.761)
  Cluster 132: 35 statements (persistence: 0.737)
  Cluster 14: 34 statements (persistence: 0.442)
  Cluster 54: 34 statements (persistence: 0.455)
  Cluster 66: 34 statements (persistence: 0.610)
  Cluster 4: 33 statements (persistence: 0.970)
  Cluster 75: 33 statements (persistence: 0.781)
  Cluster 96: 33 statements (persistence: 0.765)
  Cluster 133: 33 statements (persistence: 0.833)
  Cluster 143: 33 statements (persistence: 0.729)
  Cluster 37: 32 statements (persistence: 0.716)
  Cluster 111: 32 statements (persistence: 1.000)
  Cluster 23: 30 statements (persistence: 0.498)
  Cluster 79: 30 statements (persistence: 1.000)
  Cluster 16: 29 statements (persistence: 0.538)
  Cluster 20: 29 statements (persistence: 0.605)
  Cluster 113: 29 statements (persistence: 0.678)
  Cluster 142: 29 statements (persistence: 0.806)
  Cluster 43: 28 statements (persistence: 0.881)
  Cluster 67: 28 statements (persistence: 0.524)
  Cluster 73: 28 statements (persistence: 1.000)
  Cluster 97: 28 statements (persistence: 0.659)
  Cluster 128: 28 statements (persistence: 0.925)
  Cluster 32: 27 statements (persistence: 1.000)
  Cluster 99: 27 statements (persistence: 0.773)
  Cluster 105: 27 statements (persistence: 0.802)
  Cluster 11: 26 statements (persistence: 0.493)
  Cluster 81: 26 statements (persistence: 0.859)
  Cluster 24: 25 statements (persistence: 0.601)
  Cluster 69: 25 statements (persistence: 0.806)
  Cluster 131: 25 statements (persistence: 0.890)
  Cluster 70: 24 statements (persistence: 0.831)
  Cluster 121: 24 statements (persistence: 0.918)
  Cluster 47: 23 statements (persistence: 0.703)
  Cluster 88: 23 statements (persistence: 0.728)
  Cluster 22: 21 statements (persistence: 0.679)
  Cluster 90: 21 statements (persistence: 0.793)
  Cluster 135: 21 statements (persistence: 0.901)
  Cluster 49: 20 statements (persistence: 0.762)
  Cluster 12: 19 statements (persistence: 0.667)
  Cluster 55: 19 statements (persistence: 0.925)
  Cluster 120: 19 statements (persistence: 1.000)
  Cluster 148: 19 statements (persistence: 0.921)
  Cluster 21: 18 statements (persistence: 1.000)
  Cluster 33: 18 statements (persistence: 0.878)
  Cluster 34: 18 statements (persistence: 0.889)
  Cluster 38: 18 statements (persistence: 1.000)
  Cluster 64: 18 statements (persistence: 0.845)
  Cluster 102: 18 statements (persistence: 1.000)
  Cluster 2: 17 statements (persistence: 0.938)
  Cluster 26: 17 statements (persistence: 0.915)
  Cluster 27: 17 statements (persistence: 0.866)
