Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,2,873,88.9908256880734,54.0,0.21194869905531608,48
SyntheticPersonaChat,1045,2,922,88.22966507177034,61.5,0.28893429321158676,48
MSC,1898,5,1475,77.71338250790305,84.6,0.07947224436604418,48
PEC,33064,58,18059,54.618315993225266,258.7068965517241,0.31071179004027977,48
FoCus,1270,4,943,74.25196850393701,81.75,0.2154646145525585,48
MPChat,4177,21,2954,70.72061288005746,58.23809523809524,0.22943855222009063,48
PER-CHAT,26941,49,20450,75.90661074199177,132.46938775510205,0.30035080822518245,48
