Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,40,246,31.297709923664126,13.5,0.4893388429120582,32
SyntheticPersonaChat,864,41,317,36.68981481481482,13.341463414634147,0.5887312273502787,32
MSC,1455,55,616,42.33676975945017,15.254545454545454,0.48673598781294874,32
PEC,24320,711,13619,55.999177631578945,15.050632911392405,0.5117528975162782,32
FoCus,950,50,293,30.842105263157894,13.14,0.687574007671881,32
MPChat,3015,94,1341,44.47761194029851,17.80851063829787,0.37264401221655596,32
PER-CHAT,19148,326,11206,58.52308335074159,24.36196319018405,0.4322180768044144,32
