Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,2,290,68.07511737089203,68.0,0.38907545971429025,48
SyntheticPersonaChat,475,3,310,65.26315789473685,55.0,0.5700018020302436,48
MSC,718,3,458,63.788300835654596,86.66666666666667,0.15645267414708033,48
PEC,11258,78,4246,37.7154023805294,89.8974358974359,0.29895204525219915,48
FoCus,495,5,298,60.2020202020202,39.4,0.49907205458417603,48
MPChat,1462,13,1013,69.28864569083447,34.53846153846154,0.16731453050443326,48
PER-CHAT,8359,47,5159,61.71790884077043,68.08510638297872,0.35244770887078714,48
