Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,7,552,70.22900763358778,33.42857142857143,0.21852793,16
SyntheticPersonaChat,864,8,622,71.99074074074075,30.25,0.2332676,16
MSC,1455,12,1160,79.72508591065292,24.583333333333332,0.2886546,16
PEC,24320,2,17153,70.53042763157895,3583.5,0.04785931,16
FoCus,950,6,531,55.89473684210526,69.83333333333333,0.18722373,16
MPChat,3015,8,2548,84.51077943615257,58.375,0.20175418,16
PER-CHAT,19148,18,16065,83.89910173386255,171.27777777777777,0.2688393,16
