Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,5,339,79.5774647887324,17.4,0.18232915,48
SyntheticPersonaChat,475,5,382,80.42105263157895,18.6,0.17709513,48
MSC,718,6,587,81.75487465181058,21.833333333333332,0.1679592,48
PEC,11258,9,10600,94.15526736542903,73.11111111111111,0.044681374,48
FoCus,495,3,400,80.8080808080808,31.666666666666668,0.10424291,48
MPChat,1462,4,1210,82.76333789329685,63.0,0.16762714,48
PER-CHAT,8359,14,6961,83.27551142481158,99.85714285714286,0.20758133,48
