HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 21736
Vectorization method: tfidf
Number of clusters: 201
Number of noise points: 12457 (57.3%)
Analysis type: clusters
Timestamp: 2025-05-27 15:52:19

Dataset Distribution:
  FoCus: 390 statements
  MPChat: 1341 statements
  MSC: 441 statements
  PEC: 11012 statements
  PER-CHAT: 7845 statements
  PersonaChat: 426 statements
  SyntheticPersonaChat: 281 statements

============================================================

Cluster Information:
  Cluster 199: 1444 statements (persistence: 0.334)
  Cluster 150: 488 statements (persistence: 1.000)
  Cluster 156: 184 statements (persistence: 0.383)
  Cluster 45: 174 statements (persistence: 0.175)
  Cluster 134: 134 statements (persistence: 0.251)
  Cluster 138: 130 statements (persistence: 0.997)
  Cluster 66: 128 statements (persistence: 0.102)
  Cluster 152: 122 statements (persistence: 0.729)
  Cluster 119: 120 statements (persistence: 0.281)
  Cluster 70: 114 statements (persistence: 0.404)
  Cluster 87: 114 statements (persistence: 0.249)
  Cluster 132: 113 statements (persistence: 0.341)
  Cluster 9: 105 statements (persistence: 0.152)
  Cluster 68: 99 statements (persistence: 0.254)
  Cluster 69: 99 statements (persistence: 0.401)
  Cluster 107: 99 statements (persistence: 0.352)
  Cluster 64: 98 statements (persistence: 0.370)
  Cluster 105: 98 statements (persistence: 0.306)
  Cluster 161: 97 statements (persistence: 0.541)
  Cluster 6: 95 statements (persistence: 0.290)
  Cluster 77: 89 statements (persistence: 0.386)
  Cluster 143: 89 statements (persistence: 0.654)
  Cluster 172: 86 statements (persistence: 0.523)
  Cluster 136: 81 statements (persistence: 0.412)
  Cluster 13: 77 statements (persistence: 0.130)
  Cluster 124: 76 statements (persistence: 0.517)
  Cluster 38: 74 statements (persistence: 0.374)
  Cluster 160: 74 statements (persistence: 0.467)
  Cluster 178: 74 statements (persistence: 0.371)
  Cluster 145: 73 statements (persistence: 0.503)
  Cluster 110: 71 statements (persistence: 0.408)
  Cluster 171: 70 statements (persistence: 1.000)
  Cluster 14: 69 statements (persistence: 0.464)
  Cluster 29: 69 statements (persistence: 0.399)
  Cluster 39: 66 statements (persistence: 0.407)
  Cluster 62: 66 statements (persistence: 0.409)
  Cluster 154: 65 statements (persistence: 0.550)
  Cluster 20: 64 statements (persistence: 0.370)
  Cluster 57: 63 statements (persistence: 0.438)
  Cluster 26: 55 statements (persistence: 0.485)
  Cluster 127: 55 statements (persistence: 0.439)
  Cluster 168: 55 statements (persistence: 0.496)
  Cluster 25: 53 statements (persistence: 0.726)
  Cluster 4: 51 statements (persistence: 0.569)
  Cluster 117: 51 statements (persistence: 0.524)
  Cluster 153: 50 statements (persistence: 1.000)
  Cluster 3: 49 statements (persistence: 0.522)
  Cluster 141: 49 statements (persistence: 0.626)
  Cluster 115: 48 statements (persistence: 0.459)
  Cluster 181: 47 statements (persistence: 0.722)
  Cluster 34: 45 statements (persistence: 0.614)
  Cluster 51: 45 statements (persistence: 0.600)
  Cluster 7: 43 statements (persistence: 0.602)
  Cluster 125: 43 statements (persistence: 0.571)
