Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,2,818,83.38430173292558,81.5,0.14395064,48
SyntheticPersonaChat,1045,2,868,83.0622009569378,88.5,0.16739002,48
MSC,1898,2,1688,88.93572181243414,105.0,0.15686277,48
PEC,33064,4,31700,95.87466731187999,341.0,0.07083755,48
FoCus,1270,3,1125,88.58267716535433,48.333333333333336,0.17590164,48
MPChat,4177,5,3865,92.53052429973665,62.4,0.21046986,48
PER-CHAT,26941,8,24185,89.77023866968561,344.5,0.24272956,48
