Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,10,783,79.81651376146789,19.8,0.16928074,48
SyntheticPersonaChat,1045,9,856,81.91387559808612,21.0,0.17684424,48
MSC,1898,11,1629,85.82718651211802,24.454545454545453,0.18892479,48
PEC,33064,2,27434,82.97241713041375,2815.0,0.012109497,48
FoCus,1270,8,1059,83.38582677165356,26.375,0.16039413,48
MPChat,4177,12,3835,91.81230548240364,28.5,0.16839685,48
PER-CHAT,26941,17,23881,88.6418469989978,180.0,0.21237694,48
