Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,41,203,29.335260115606935,11.926829268292684,0.265995172533395,32
SyntheticPersonaChat,759,41,219,28.85375494071146,13.170731707317072,0.2798262778058765,32
MSC,1245,47,412,33.092369477911646,17.72340425531915,0.21687780966551992,32
PEC,20479,416,8219,40.13379559548806,29.471153846153847,0.14155557898156973,32
FoCus,813,47,161,19.803198031980322,13.872340425531915,0.3816001702666428,32
MPChat,2597,92,982,37.81286099345398,17.554347826086957,0.2720240871040291,32
PER-CHAT,15536,339,8699,55.99253347064882,20.168141592920353,0.2962801695598601,32
