Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,13,576,73.2824427480916,16.153846153846153,0.13666905,48
SyntheticPersonaChat,864,14,662,76.62037037037037,14.428571428571429,0.15094836,48
MSC,1455,13,1163,79.93127147766323,22.46153846153846,0.10480158,48
PEC,24320,7,18971,78.00575657894737,764.1428571428571,-0.086023316,48
FoCus,950,12,763,80.3157894736842,15.583333333333334,0.11883608,48
MPChat,3015,14,2577,85.4726368159204,31.285714285714285,0.11062781,48
PER-CHAT,19148,46,16534,86.34844370169208,56.82608695652174,0.17960405,48
