Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,5,501,72.39884393063583,38.2,0.16362233,32
SyntheticPersonaChat,759,5,583,76.81159420289855,35.2,0.16890025,32
MSC,1245,7,1038,83.37349397590361,29.571428571428573,0.19003135,32
PEC,20479,2,17361,84.7746471995703,1559.0,0.005855485,32
FoCus,813,6,611,75.15375153751538,33.666666666666664,0.20219225,32
MPChat,2597,7,2053,79.0527531767424,77.71428571428571,0.13535525,32
PER-CHAT,15536,11,13427,86.4250772399588,191.72727272727272,0.2497609,32
