HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 607
Number of noise points: 14213 (58.4%)
Analysis type: clusters
Timestamp: 2025-05-27 15:12:39

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 606: 478 statements (persistence: 1.000)
  Cluster 253: 182 statements (persistence: 0.487)
  Cluster 369: 177 statements (persistence: 0.146)
  Cluster 303: 153 statements (persistence: 1.000)
  Cluster 378: 132 statements (persistence: 0.713)
  Cluster 373: 104 statements (persistence: 0.622)
  Cluster 415: 96 statements (persistence: 0.679)
  Cluster 304: 95 statements (persistence: 1.000)
  Cluster 337: 87 statements (persistence: 0.396)
  Cluster 365: 87 statements (persistence: 0.206)
  Cluster 260: 86 statements (persistence: 0.144)
  Cluster 312: 82 statements (persistence: 0.613)
  Cluster 285: 76 statements (persistence: 0.205)
  Cluster 362: 71 statements (persistence: 0.663)
  Cluster 302: 67 statements (persistence: 0.248)
  Cluster 458: 66 statements (persistence: 0.307)
  Cluster 383: 65 statements (persistence: 0.233)
  Cluster 491: 62 statements (persistence: 0.223)
  Cluster 33: 59 statements (persistence: 0.497)
  Cluster 182: 59 statements (persistence: 0.517)
  Cluster 361: 59 statements (persistence: 0.495)
  Cluster 408: 59 statements (persistence: 0.741)
  Cluster 476: 57 statements (persistence: 0.457)
  Cluster 236: 56 statements (persistence: 0.267)
  Cluster 359: 56 statements (persistence: 0.796)
  Cluster 437: 56 statements (persistence: 0.519)
  Cluster 442: 56 statements (persistence: 0.673)
  Cluster 279: 55 statements (persistence: 0.263)
  Cluster 344: 55 statements (persistence: 0.372)
  Cluster 371: 55 statements (persistence: 0.443)
  Cluster 364: 50 statements (persistence: 0.393)
  Cluster 293: 49 statements (persistence: 0.334)
  Cluster 325: 49 statements (persistence: 1.000)
  Cluster 98: 48 statements (persistence: 0.499)
  Cluster 244: 48 statements (persistence: 0.578)
  Cluster 68: 47 statements (persistence: 0.717)
  Cluster 184: 46 statements (persistence: 1.000)
  Cluster 214: 46 statements (persistence: 0.862)
  Cluster 259: 46 statements (persistence: 0.614)
  Cluster 295: 46 statements (persistence: 0.512)
  Cluster 444: 46 statements (persistence: 0.306)
  Cluster 368: 45 statements (persistence: 0.319)
  Cluster 439: 45 statements (persistence: 0.872)
  Cluster 495: 45 statements (persistence: 0.352)
  Cluster 28: 44 statements (persistence: 0.672)
  Cluster 307: 43 statements (persistence: 0.351)
  Cluster 22: 42 statements (persistence: 0.224)
  Cluster 451: 42 statements (persistence: 0.772)
  Cluster 120: 41 statements (persistence: 0.328)
  Cluster 174: 41 statements (persistence: 1.000)
