HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 15829
Vectorization method: tfidf
Number of clusters: 256
Number of noise points: 8837 (55.8%)
Analysis type: clusters
Timestamp: 2025-05-27 16:55:37

Dataset Distribution:
  PEC: 15829 statements

============================================================

Cluster Information:
  Cluster 255: 314 statements (persistence: 0.998)
  Cluster 63: 128 statements (persistence: 0.224)
  Cluster 128: 118 statements (persistence: 0.340)
  Cluster 86: 115 statements (persistence: 0.233)
  Cluster 175: 114 statements (persistence: 1.000)
  Cluster 24: 102 statements (persistence: 0.214)
  Cluster 208: 101 statements (persistence: 0.312)
  Cluster 120: 84 statements (persistence: 0.337)
  Cluster 34: 82 statements (persistence: 0.221)
  Cluster 136: 82 statements (persistence: 0.287)
  Cluster 73: 81 statements (persistence: 0.262)
  Cluster 153: 80 statements (persistence: 0.291)
  Cluster 174: 80 statements (persistence: 0.250)
  Cluster 152: 75 statements (persistence: 0.274)
  Cluster 155: 70 statements (persistence: 0.504)
  Cluster 125: 68 statements (persistence: 0.384)
  Cluster 108: 66 statements (persistence: 0.396)
  Cluster 182: 64 statements (persistence: 0.460)
  Cluster 151: 63 statements (persistence: 0.429)
  Cluster 203: 61 statements (persistence: 1.000)
  Cluster 92: 60 statements (persistence: 0.332)
  Cluster 207: 59 statements (persistence: 0.569)
  Cluster 188: 56 statements (persistence: 0.431)
  Cluster 112: 55 statements (persistence: 0.440)
  Cluster 137: 55 statements (persistence: 0.320)
  Cluster 83: 53 statements (persistence: 0.363)
  Cluster 170: 53 statements (persistence: 0.566)
  Cluster 195: 53 statements (persistence: 0.509)
  Cluster 228: 53 statements (persistence: 0.448)
  Cluster 173: 52 statements (persistence: 0.559)
  Cluster 160: 51 statements (persistence: 0.488)
  Cluster 149: 49 statements (persistence: 0.346)
  Cluster 179: 47 statements (persistence: 0.480)
  Cluster 210: 46 statements (persistence: 0.427)
  Cluster 45: 45 statements (persistence: 0.445)
  Cluster 138: 45 statements (persistence: 0.414)
  Cluster 139: 45 statements (persistence: 0.586)
  Cluster 145: 45 statements (persistence: 0.858)
  Cluster 209: 45 statements (persistence: 0.709)
  Cluster 4: 44 statements (persistence: 0.684)
  Cluster 114: 43 statements (persistence: 0.529)
  Cluster 205: 43 statements (persistence: 0.609)
  Cluster 106: 41 statements (persistence: 0.398)
  Cluster 82: 40 statements (persistence: 0.488)
  Cluster 118: 40 statements (persistence: 0.609)
  Cluster 142: 40 statements (persistence: 0.403)
  Cluster 147: 39 statements (persistence: 0.565)
  Cluster 183: 39 statements (persistence: 0.560)
  Cluster 32: 37 statements (persistence: 0.455)
  Cluster 101: 37 statements (persistence: 0.623)
  Cluster 177: 37 statements (persistence: 0.528)
  Cluster 39: 36 statements (persistence: 0.477)
  Cluster 156: 36 statements (persistence: 0.583)
  Cluster 110: 35 statements (persistence: 0.470)
  Cluster 119: 35 statements (persistence: 0.682)
  Cluster 124: 35 statements (persistence: 0.599)
  Cluster 162: 35 statements (persistence: 0.612)
  Cluster 202: 35 statements (persistence: 0.400)
  Cluster 214: 35 statements (persistence: 0.583)
  Cluster 52: 33 statements (persistence: 0.421)
  Cluster 79: 33 statements (persistence: 1.000)
  Cluster 191: 33 statements (persistence: 0.765)
  Cluster 225: 33 statements (persistence: 0.689)
  Cluster 232: 33 statements (persistence: 0.638)
  Cluster 134: 32 statements (persistence: 0.496)
  Cluster 168: 32 statements (persistence: 0.633)
  Cluster 19: 31 statements (persistence: 0.724)
  Cluster 54: 31 statements (persistence: 0.325)
  Cluster 68: 31 statements (persistence: 0.600)
  Cluster 194: 31 statements (persistence: 0.742)
  Cluster 0: 30 statements (persistence: 0.539)
  Cluster 221: 30 statements (persistence: 0.714)
  Cluster 70: 29 statements (persistence: 0.515)
  Cluster 113: 29 statements (persistence: 0.639)
  Cluster 161: 29 statements (persistence: 0.671)
  Cluster 165: 29 statements (persistence: 0.673)
  Cluster 213: 29 statements (persistence: 0.713)
  Cluster 6: 28 statements (persistence: 0.668)
  Cluster 140: 28 statements (persistence: 1.000)
  Cluster 141: 28 statements (persistence: 0.675)
  Cluster 187: 28 statements (persistence: 0.506)
  Cluster 193: 28 statements (persistence: 1.000)
  Cluster 230: 28 statements (persistence: 0.660)
  Cluster 28: 27 statements (persistence: 0.597)
  Cluster 169: 27 statements (persistence: 0.792)
  Cluster 178: 27 statements (persistence: 0.963)
  Cluster 226: 27 statements (persistence: 0.737)
  Cluster 2: 26 statements (persistence: 0.515)
  Cluster 37: 26 statements (persistence: 0.737)
  Cluster 51: 26 statements (persistence: 0.586)
  Cluster 91: 26 statements (persistence: 0.991)
  Cluster 144: 26 statements (persistence: 0.643)
  Cluster 105: 25 statements (persistence: 0.593)
  Cluster 158: 25 statements (persistence: 0.766)
  Cluster 197: 25 statements (persistence: 0.587)
  Cluster 211: 25 statements (persistence: 0.790)
  Cluster 227: 25 statements (persistence: 0.713)
  Cluster 76: 24 statements (persistence: 0.569)
  Cluster 85: 24 statements (persistence: 0.645)
  Cluster 88: 24 statements (persistence: 0.595)
  Cluster 116: 24 statements (persistence: 0.664)
  Cluster 133: 24 statements (persistence: 0.684)
  Cluster 157: 24 statements (persistence: 0.660)
  Cluster 25: 23 statements (persistence: 0.590)
  Cluster 69: 23 statements (persistence: 0.957)
  Cluster 81: 23 statements (persistence: 0.518)
  Cluster 87: 23 statements (persistence: 0.529)
  Cluster 90: 23 statements (persistence: 0.613)
  Cluster 41: 22 statements (persistence: 0.594)
  Cluster 97: 22 statements (persistence: 0.705)
  Cluster 103: 22 statements (persistence: 1.000)
  Cluster 60: 21 statements (persistence: 0.490)
  Cluster 62: 21 statements (persistence: 0.700)
  Cluster 104: 21 statements (persistence: 0.692)
  Cluster 176: 21 statements (persistence: 0.868)
  Cluster 219: 21 statements (persistence: 0.906)
  Cluster 47: 20 statements (persistence: 0.514)
  Cluster 58: 20 statements (persistence: 0.668)
  Cluster 100: 20 statements (persistence: 0.584)
  Cluster 171: 20 statements (persistence: 1.000)
  Cluster 200: 20 statements (persistence: 0.798)
  Cluster 241: 20 statements (persistence: 0.939)
  Cluster 1: 19 statements (persistence: 1.000)
  Cluster 5: 19 statements (persistence: 0.947)
  Cluster 71: 19 statements (persistence: 0.703)
  Cluster 218: 19 statements (persistence: 0.830)
  Cluster 107: 18 statements (persistence: 0.622)
  Cluster 122: 18 statements (persistence: 0.690)
  Cluster 185: 18 statements (persistence: 0.915)
  Cluster 189: 18 statements (persistence: 0.986)
  Cluster 233: 18 statements (persistence: 0.784)
  Cluster 236: 18 statements (persistence: 0.894)
  Cluster 254: 18 statements (persistence: 0.809)
  Cluster 16: 17 statements (persistence: 0.718)
  Cluster 61: 17 statements (persistence: 0.774)
  Cluster 72: 17 statements (persistence: 0.591)
  Cluster 135: 17 statements (persistence: 1.000)
  Cluster 248: 17 statements (persistence: 0.907)
  Cluster 9: 16 statements (persistence: 0.635)
  Cluster 48: 16 statements (persistence: 0.915)
  Cluster 56: 16 statements (persistence: 0.786)
  Cluster 130: 16 statements (persistence: 0.754)
  Cluster 154: 16 statements (persistence: 0.983)
  Cluster 159: 16 statements (persistence: 1.000)
  Cluster 163: 16 statements (persistence: 0.911)
  Cluster 190: 16 statements (persistence: 0.810)
  Cluster 242: 16 statements (persistence: 0.903)
  Cluster 29: 15 statements (persistence: 0.660)
  Cluster 31: 15 statements (persistence: 1.000)
  Cluster 53: 15 statements (persistence: 0.711)
  Cluster 64: 15 statements (persistence: 0.667)
  Cluster 98: 15 statements (persistence: 0.867)
  Cluster 150: 15 statements (persistence: 0.923)
  Cluster 167: 15 statements (persistence: 0.949)
  Cluster 180: 15 statements (persistence: 0.958)
  Cluster 204: 15 statements (persistence: 0.935)
  Cluster 206: 15 statements (persistence: 0.951)
  Cluster 13: 14 statements (persistence: 0.661)
  Cluster 26: 14 statements (persistence: 0.738)
  Cluster 27: 14 statements (persistence: 0.806)
  Cluster 30: 14 statements (persistence: 0.938)
  Cluster 66: 14 statements (persistence: 1.000)
  Cluster 77: 14 statements (persistence: 0.986)
  Cluster 93: 14 statements (persistence: 0.782)
  Cluster 115: 14 statements (persistence: 0.959)
  Cluster 148: 14 statements (persistence: 0.925)
  Cluster 181: 14 statements (persistence: 0.812)
  Cluster 220: 14 statements (persistence: 0.966)
  Cluster 239: 14 statements (persistence: 0.936)
  Cluster 243: 14 statements (persistence: 0.969)
  Cluster 244: 14 statements (persistence: 0.974)
  Cluster 252: 14 statements (persistence: 0.996)
  Cluster 18: 13 statements (persistence: 0.871)
  Cluster 22: 13 statements (persistence: 1.000)
  Cluster 44: 13 statements (persistence: 0.757)
  Cluster 74: 13 statements (persistence: 0.803)
  Cluster 96: 13 statements (persistence: 0.832)
  Cluster 109: 13 statements (persistence: 1.000)
  Cluster 126: 13 statements (persistence: 0.921)
  Cluster 198: 13 statements (persistence: 0.923)
  Cluster 201: 13 statements (persistence: 0.958)
  Cluster 231: 13 statements (persistence: 0.958)
  Cluster 247: 13 statements (persistence: 0.971)
  Cluster 249: 13 statements (persistence: 0.950)
  Cluster 3: 12 statements (persistence: 1.000)
  Cluster 7: 12 statements (persistence: 1.000)
  Cluster 12: 12 statements (persistence: 0.982)
  Cluster 21: 12 statements (persistence: 0.788)
  Cluster 23: 12 statements (persistence: 0.909)
  Cluster 43: 12 statements (persistence: 0.806)
  Cluster 49: 12 statements (persistence: 1.000)
  Cluster 129: 12 statements (persistence: 0.811)
  Cluster 199: 12 statements (persistence: 0.981)
  Cluster 10: 11 statements (persistence: 0.980)
  Cluster 17: 11 statements (persistence: 0.901)
  Cluster 20: 11 statements (persistence: 0.909)
  Cluster 35: 11 statements (persistence: 0.929)
  Cluster 36: 11 statements (persistence: 0.997)
  Cluster 46: 11 statements (persistence: 0.828)
  Cluster 59: 11 statements (persistence: 0.852)
  Cluster 65: 11 statements (persistence: 0.990)
  Cluster 94: 11 statements (persistence: 1.000)
  Cluster 121: 11 statements (persistence: 0.951)
  Cluster 131: 11 statements (persistence: 0.960)
  Cluster 146: 11 statements (persistence: 1.000)
  Cluster 186: 11 statements (persistence: 0.989)
  Cluster 192: 11 statements (persistence: 0.990)
  Cluster 215: 11 statements (persistence: 0.985)
  Cluster 216: 11 statements (persistence: 0.982)
  Cluster 224: 11 statements (persistence: 0.978)
  Cluster 229: 11 statements (persistence: 0.982)
  Cluster 15: 10 statements (persistence: 0.904)
  Cluster 33: 10 statements (persistence: 0.982)
  Cluster 50: 10 statements (persistence: 0.998)
  Cluster 57: 10 statements (persistence: 0.929)
  Cluster 75: 10 statements (persistence: 1.000)
  Cluster 78: 10 statements (persistence: 0.999)
  Cluster 80: 10 statements (persistence: 0.991)
  Cluster 84: 10 statements (persistence: 0.988)
  Cluster 102: 10 statements (persistence: 0.973)
  Cluster 111: 10 statements (persistence: 0.973)
  Cluster 123: 10 statements (persistence: 1.000)
  Cluster 166: 10 statements (persistence: 1.000)
  Cluster 172: 10 statements (persistence: 0.968)
  Cluster 217: 10 statements (persistence: 1.000)
  Cluster 223: 10 statements (persistence: 0.990)
  Cluster 234: 10 statements (persistence: 0.983)
  Cluster 235: 10 statements (persistence: 0.998)
  Cluster 246: 10 statements (persistence: 0.996)
  Cluster 8: 9 statements (persistence: 1.000)
  Cluster 11: 9 statements (persistence: 1.000)
  Cluster 14: 9 statements (persistence: 1.000)
  Cluster 38: 9 statements (persistence: 1.000)
  Cluster 40: 9 statements (persistence: 1.000)
  Cluster 42: 9 statements (persistence: 1.000)
  Cluster 55: 9 statements (persistence: 1.000)
  Cluster 67: 9 statements (persistence: 1.000)
  Cluster 89: 9 statements (persistence: 1.000)
  Cluster 95: 9 statements (persistence: 1.000)
  Cluster 99: 9 statements (persistence: 1.000)
  Cluster 117: 9 statements (persistence: 1.000)
  Cluster 127: 9 statements (persistence: 1.000)
  Cluster 132: 9 statements (persistence: 1.000)
  Cluster 143: 9 statements (persistence: 1.000)
  Cluster 164: 9 statements (persistence: 1.000)
  Cluster 184: 9 statements (persistence: 1.000)
  Cluster 196: 9 statements (persistence: 1.000)
  Cluster 212: 9 statements (persistence: 1.000)
  Cluster 222: 9 statements (persistence: 1.000)
  Cluster 237: 9 statements (persistence: 1.000)
  Cluster 238: 9 statements (persistence: 1.000)
  Cluster 240: 9 statements (persistence: 1.000)
  Cluster 245: 9 statements (persistence: 1.000)
  Cluster 250: 9 statements (persistence: 1.000)
  Cluster 251: 9 statements (persistence: 1.000)
  Cluster 253: 9 statements (persistence: 1.000)
