Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,7,316,74.17840375586854,15.714285714285714,0.3469546358613737,32
SyntheticPersonaChat,475,9,315,66.3157894736842,17.77777777777778,0.27736211711698905,32
MSC,718,13,461,64.20612813370474,19.76923076923077,0.2596044728805516,32
PEC,11258,53,6305,56.004618937644345,93.45283018867924,0.24455116050647938,32
FoCus,495,9,300,60.60606060606061,21.666666666666668,0.3055539557300627,32
MPChat,1462,31,859,58.755129958960325,19.451612903225808,0.39033518830987735,32
PER-CHAT,8359,36,5944,71.10898432826893,67.08333333333333,0.2969717581605008,32
