Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,574,6,338,58.88501742160279,39.333333333333336,0.4554992457698281,48
SyntheticPersonaChat,631,7,320,50.71315372424723,44.42857142857143,0.42577495505781743,48
MSC,976,10,461,47.23360655737705,51.5,0.4024819142038558,48
PEC,15829,141,6848,43.262366542422136,63.695035460992905,0.49839434030947066,48
FoCus,676,9,265,39.201183431952664,45.666666666666664,0.39882268487117967,48
MPChat,1903,30,1015,53.336836573830794,29.6,0.32551235002533896,48
PER-CHAT,12212,55,7547,61.799868981329844,84.81818181818181,0.5292366916608384,48
