HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 33064
Vectorization method: tfidf
Number of clusters: 234
Number of noise points: 17533 (53.0%)
Analysis type: clusters
Timestamp: 2025-05-27 15:04:22

Dataset Distribution:
  PEC: 33064 statements

============================================================

Cluster Information:
  Cluster 232: 3590 statements (persistence: 0.179)
  Cluster 138: 263 statements (persistence: 0.221)
  Cluster 79: 220 statements (persistence: 0.336)
  Cluster 143: 214 statements (persistence: 0.991)
  Cluster 207: 202 statements (persistence: 0.428)
  Cluster 144: 191 statements (persistence: 0.386)
  Cluster 51: 181 statements (persistence: 0.342)
  Cluster 0: 177 statements (persistence: 0.223)
  Cluster 153: 154 statements (persistence: 0.264)
  Cluster 106: 153 statements (persistence: 0.371)
  Cluster 60: 152 statements (persistence: 0.269)
  Cluster 180: 146 statements (persistence: 0.434)
  Cluster 37: 145 statements (persistence: 0.297)
  Cluster 119: 140 statements (persistence: 0.458)
  Cluster 142: 133 statements (persistence: 0.396)
  Cluster 202: 133 statements (persistence: 0.997)
  Cluster 94: 128 statements (persistence: 0.346)
  Cluster 174: 125 statements (persistence: 0.530)
  Cluster 25: 124 statements (persistence: 0.351)
  Cluster 98: 116 statements (persistence: 0.440)
  Cluster 112: 112 statements (persistence: 0.514)
  Cluster 46: 110 statements (persistence: 0.310)
  Cluster 102: 109 statements (persistence: 0.395)
  Cluster 130: 106 statements (persistence: 0.593)
  Cluster 181: 106 statements (persistence: 0.538)
  Cluster 206: 104 statements (persistence: 0.677)
  Cluster 148: 103 statements (persistence: 0.305)
  Cluster 194: 103 statements (persistence: 0.607)
  Cluster 168: 99 statements (persistence: 0.580)
  Cluster 145: 98 statements (persistence: 0.570)
  Cluster 156: 97 statements (persistence: 0.512)
  Cluster 165: 97 statements (persistence: 0.570)
  Cluster 197: 96 statements (persistence: 0.543)
  Cluster 47: 95 statements (persistence: 0.406)
  Cluster 7: 94 statements (persistence: 0.465)
  Cluster 175: 89 statements (persistence: 0.641)
  Cluster 184: 89 statements (persistence: 0.483)
  Cluster 43: 88 statements (persistence: 0.590)
  Cluster 221: 87 statements (persistence: 0.594)
  Cluster 164: 86 statements (persistence: 0.360)
  Cluster 176: 86 statements (persistence: 0.488)
  Cluster 169: 84 statements (persistence: 0.585)
  Cluster 53: 83 statements (persistence: 0.450)
  Cluster 162: 82 statements (persistence: 0.494)
  Cluster 108: 81 statements (persistence: 0.380)
  Cluster 132: 80 statements (persistence: 0.559)
  Cluster 163: 79 statements (persistence: 0.565)
  Cluster 195: 79 statements (persistence: 0.580)
  Cluster 218: 79 statements (persistence: 0.893)
  Cluster 141: 78 statements (persistence: 0.551)
  Cluster 182: 73 statements (persistence: 0.645)
  Cluster 210: 73 statements (persistence: 0.512)
  Cluster 220: 73 statements (persistence: 0.658)
  Cluster 225: 71 statements (persistence: 0.650)
  Cluster 135: 70 statements (persistence: 1.000)
  Cluster 200: 70 statements (persistence: 0.633)
  Cluster 179: 69 statements (persistence: 0.451)
  Cluster 193: 69 statements (persistence: 0.964)
  Cluster 29: 68 statements (persistence: 0.449)
  Cluster 129: 68 statements (persistence: 0.686)
  Cluster 167: 68 statements (persistence: 0.649)
  Cluster 192: 67 statements (persistence: 0.584)
  Cluster 127: 66 statements (persistence: 0.619)
  Cluster 71: 65 statements (persistence: 0.480)
  Cluster 201: 64 statements (persistence: 0.607)
  Cluster 82: 62 statements (persistence: 0.587)
  Cluster 121: 62 statements (persistence: 0.496)
  Cluster 154: 62 statements (persistence: 0.670)
  Cluster 183: 62 statements (persistence: 1.000)
  Cluster 96: 60 statements (persistence: 0.591)
  Cluster 44: 59 statements (persistence: 0.594)
  Cluster 187: 59 statements (persistence: 0.702)
  Cluster 196: 59 statements (persistence: 0.824)
  Cluster 17: 58 statements (persistence: 0.583)
  Cluster 131: 58 statements (persistence: 1.000)
  Cluster 191: 56 statements (persistence: 0.834)
  Cluster 110: 54 statements (persistence: 0.611)
  Cluster 203: 54 statements (persistence: 0.751)
  Cluster 40: 53 statements (persistence: 0.681)
  Cluster 208: 53 statements (persistence: 0.758)
  Cluster 107: 52 statements (persistence: 0.572)
  Cluster 150: 52 statements (persistence: 0.708)
  Cluster 172: 52 statements (persistence: 0.814)
  Cluster 9: 51 statements (persistence: 0.562)
  Cluster 95: 51 statements (persistence: 0.767)
  Cluster 113: 51 statements (persistence: 0.842)
  Cluster 49: 50 statements (persistence: 0.508)
  Cluster 64: 50 statements (persistence: 0.679)
  Cluster 36: 49 statements (persistence: 0.388)
  Cluster 85: 49 statements (persistence: 0.616)
  Cluster 125: 48 statements (persistence: 0.671)
  Cluster 219: 48 statements (persistence: 0.781)
  Cluster 4: 47 statements (persistence: 0.745)
  Cluster 69: 47 statements (persistence: 0.538)
  Cluster 70: 47 statements (persistence: 0.622)
  Cluster 77: 47 statements (persistence: 0.631)
  Cluster 80: 46 statements (persistence: 0.552)
  Cluster 216: 44 statements (persistence: 0.659)
  Cluster 74: 41 statements (persistence: 0.693)
  Cluster 152: 41 statements (persistence: 0.703)
  Cluster 58: 40 statements (persistence: 0.614)
  Cluster 133: 39 statements (persistence: 1.000)
  Cluster 189: 39 statements (persistence: 0.974)
  Cluster 215: 39 statements (persistence: 0.784)
  Cluster 233: 39 statements (persistence: 0.436)
  Cluster 78: 38 statements (persistence: 0.974)
  Cluster 88: 38 statements (persistence: 0.601)
  Cluster 52: 37 statements (persistence: 0.625)
  Cluster 89: 37 statements (persistence: 0.721)
  Cluster 188: 36 statements (persistence: 0.892)
  Cluster 3: 35 statements (persistence: 0.678)
  Cluster 10: 35 statements (persistence: 0.786)
  Cluster 104: 35 statements (persistence: 0.650)
  Cluster 227: 35 statements (persistence: 0.486)
  Cluster 91: 34 statements (persistence: 0.773)
  Cluster 139: 34 statements (persistence: 0.681)
  Cluster 20: 33 statements (persistence: 0.724)
  Cluster 42: 33 statements (persistence: 1.000)
  Cluster 186: 33 statements (persistence: 0.911)
  Cluster 19: 32 statements (persistence: 0.620)
  Cluster 39: 32 statements (persistence: 0.667)
  Cluster 55: 32 statements (persistence: 0.689)
  Cluster 93: 32 statements (persistence: 0.732)
  Cluster 118: 32 statements (persistence: 0.743)
  Cluster 140: 32 statements (persistence: 1.000)
  Cluster 178: 32 statements (persistence: 0.887)
  Cluster 81: 31 statements (persistence: 0.913)
  Cluster 111: 31 statements (persistence: 0.678)
  Cluster 122: 31 statements (persistence: 1.000)
  Cluster 166: 31 statements (persistence: 0.917)
  Cluster 224: 31 statements (persistence: 0.931)
  Cluster 62: 30 statements (persistence: 0.800)
  Cluster 75: 30 statements (persistence: 0.812)
  Cluster 76: 30 statements (persistence: 0.670)
  Cluster 116: 30 statements (persistence: 0.769)
  Cluster 217: 30 statements (persistence: 0.933)
  Cluster 177: 29 statements (persistence: 1.000)
  Cluster 198: 29 statements (persistence: 0.966)
  Cluster 229: 29 statements (persistence: 0.935)
  Cluster 28: 28 statements (persistence: 0.612)
  Cluster 161: 28 statements (persistence: 0.943)
  Cluster 190: 28 statements (persistence: 0.907)
  Cluster 199: 28 statements (persistence: 0.917)
  Cluster 101: 27 statements (persistence: 0.679)
  Cluster 209: 27 statements (persistence: 0.906)
  Cluster 45: 26 statements (persistence: 0.737)
  Cluster 90: 26 statements (persistence: 0.962)
  Cluster 149: 26 statements (persistence: 0.938)
  Cluster 5: 25 statements (persistence: 0.920)
  Cluster 84: 25 statements (persistence: 0.943)
  Cluster 159: 25 statements (persistence: 0.919)
  Cluster 160: 25 statements (persistence: 0.886)
  Cluster 214: 25 statements (persistence: 0.927)
  Cluster 8: 24 statements (persistence: 1.000)
  Cluster 12: 24 statements (persistence: 0.791)
  Cluster 50: 24 statements (persistence: 1.000)
  Cluster 67: 24 statements (persistence: 0.766)
  Cluster 86: 24 statements (persistence: 0.970)
  Cluster 92: 24 statements (persistence: 0.840)
  Cluster 2: 23 statements (persistence: 0.845)
  Cluster 11: 23 statements (persistence: 0.694)
  Cluster 18: 23 statements (persistence: 0.931)
  Cluster 34: 23 statements (persistence: 0.851)
  Cluster 48: 23 statements (persistence: 1.000)
  Cluster 83: 23 statements (persistence: 1.000)
  Cluster 26: 22 statements (persistence: 1.000)
  Cluster 65: 22 statements (persistence: 0.888)
  Cluster 72: 22 statements (persistence: 0.797)
  Cluster 99: 22 statements (persistence: 0.806)
  Cluster 103: 22 statements (persistence: 0.795)
  Cluster 128: 22 statements (persistence: 1.000)
  Cluster 157: 22 statements (persistence: 0.976)
  Cluster 24: 21 statements (persistence: 0.863)
  Cluster 41: 21 statements (persistence: 0.905)
  Cluster 66: 21 statements (persistence: 0.829)
  Cluster 87: 21 statements (persistence: 0.785)
  Cluster 114: 21 statements (persistence: 1.000)
  Cluster 211: 21 statements (persistence: 0.952)
  Cluster 21: 20 statements (persistence: 0.792)
  Cluster 23: 20 statements (persistence: 0.918)
  Cluster 32: 20 statements (persistence: 0.818)
  Cluster 33: 20 statements (persistence: 0.848)
  Cluster 105: 20 statements (persistence: 0.887)
