HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 90
Number of noise points: 11616 (47.8%)
Analysis type: clusters
Timestamp: 2025-05-27 16:45:07

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 88: 3881 statements (persistence: 0.123)
  Cluster 30: 871 statements (persistence: 0.355)
  Cluster 9: 459 statements (persistence: 0.399)
  Cluster 10: 344 statements (persistence: 0.263)
  Cluster 41: 286 statements (persistence: 0.402)
  Cluster 35: 282 statements (persistence: 0.707)
  Cluster 67: 277 statements (persistence: 0.505)
  Cluster 58: 270 statements (persistence: 0.281)
  Cluster 62: 261 statements (persistence: 0.837)
  Cluster 22: 232 statements (persistence: 0.250)
  Cluster 26: 209 statements (persistence: 0.447)
  Cluster 69: 206 statements (persistence: 0.355)
  Cluster 27: 198 statements (persistence: 0.432)
  Cluster 70: 191 statements (persistence: 0.436)
  Cluster 75: 184 statements (persistence: 0.458)
  Cluster 49: 172 statements (persistence: 0.522)
  Cluster 45: 154 statements (persistence: 0.994)
  Cluster 61: 152 statements (persistence: 0.517)
  Cluster 43: 148 statements (persistence: 0.421)
  Cluster 64: 145 statements (persistence: 0.823)
  Cluster 46: 142 statements (persistence: 0.526)
  Cluster 57: 132 statements (persistence: 0.575)
  Cluster 77: 126 statements (persistence: 0.623)
  Cluster 89: 102 statements (persistence: 0.682)
  Cluster 33: 101 statements (persistence: 0.634)
  Cluster 11: 99 statements (persistence: 0.533)
  Cluster 21: 99 statements (persistence: 0.622)
  Cluster 60: 99 statements (persistence: 0.777)
  Cluster 53: 95 statements (persistence: 1.000)
  Cluster 7: 90 statements (persistence: 0.483)
  Cluster 47: 83 statements (persistence: 0.743)
  Cluster 39: 80 statements (persistence: 0.675)
  Cluster 55: 80 statements (persistence: 0.735)
  Cluster 85: 77 statements (persistence: 0.779)
  Cluster 20: 73 statements (persistence: 0.644)
  Cluster 84: 73 statements (persistence: 0.750)
  Cluster 82: 68 statements (persistence: 0.862)
  Cluster 50: 67 statements (persistence: 0.785)
  Cluster 71: 64 statements (persistence: 0.853)
  Cluster 80: 61 statements (persistence: 0.897)
  Cluster 86: 61 statements (persistence: 0.804)
  Cluster 13: 59 statements (persistence: 0.670)
  Cluster 68: 57 statements (persistence: 0.876)
  Cluster 79: 57 statements (persistence: 0.881)
  Cluster 4: 56 statements (persistence: 0.715)
  Cluster 73: 54 statements (persistence: 0.902)
  Cluster 74: 54 statements (persistence: 0.901)
  Cluster 83: 54 statements (persistence: 0.902)
  Cluster 52: 49 statements (persistence: 1.000)
  Cluster 19: 48 statements (persistence: 0.807)
  Cluster 23: 46 statements (persistence: 0.770)
  Cluster 36: 46 statements (persistence: 1.000)
  Cluster 6: 44 statements (persistence: 0.775)
  Cluster 18: 44 statements (persistence: 0.765)
  Cluster 25: 44 statements (persistence: 0.767)
  Cluster 87: 44 statements (persistence: 0.568)
  Cluster 56: 43 statements (persistence: 0.964)
  Cluster 38: 42 statements (persistence: 0.932)
  Cluster 48: 42 statements (persistence: 0.976)
  Cluster 78: 42 statements (persistence: 0.928)
  Cluster 81: 42 statements (persistence: 0.963)
  Cluster 2: 41 statements (persistence: 0.764)
  Cluster 28: 41 statements (persistence: 0.788)
  Cluster 37: 41 statements (persistence: 1.000)
  Cluster 12: 40 statements (persistence: 0.731)
  Cluster 59: 40 statements (persistence: 0.920)
  Cluster 54: 39 statements (persistence: 0.911)
  Cluster 72: 38 statements (persistence: 0.941)
  Cluster 15: 36 statements (persistence: 0.823)
  Cluster 17: 36 statements (persistence: 0.834)
  Cluster 76: 35 statements (persistence: 0.971)
  Cluster 16: 34 statements (persistence: 0.816)
  Cluster 32: 34 statements (persistence: 0.971)
  Cluster 1: 33 statements (persistence: 0.914)
  Cluster 5: 33 statements (persistence: 0.858)
  Cluster 42: 32 statements (persistence: 1.000)
  Cluster 66: 32 statements (persistence: 0.977)
  Cluster 0: 31 statements (persistence: 0.987)
  Cluster 8: 30 statements (persistence: 0.950)
  Cluster 34: 30 statements (persistence: 0.961)
  Cluster 65: 30 statements (persistence: 0.993)
  Cluster 63: 29 statements (persistence: 0.966)
  Cluster 29: 28 statements (persistence: 0.969)
  Cluster 51: 27 statements (persistence: 0.995)
  Cluster 14: 26 statements (persistence: 0.984)
  Cluster 24: 26 statements (persistence: 0.998)
  Cluster 31: 26 statements (persistence: 0.994)
  Cluster 3: 25 statements (persistence: 1.000)
  Cluster 40: 25 statements (persistence: 1.000)
  Cluster 44: 25 statements (persistence: 1.000)
