Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,574,28,138,24.041811846689896,15.571428571428571,0.4939227101120249,32
SyntheticPersonaChat,631,26,183,29.00158478605388,17.23076923076923,0.48965384774076803,32
MSC,976,33,409,41.90573770491803,17.181818181818183,0.45389528337332957,32
PEC,15829,349,9185,58.02640722724114,19.03724928366762,0.5441337608108276,32
FoCus,676,30,200,29.585798816568047,15.866666666666667,0.661103972854537,32
MPChat,1903,53,737,38.72832369942196,22.0,0.3945875676189499,32
PER-CHAT,12212,148,7281,59.62168358991157,33.317567567567565,0.47196775575219735,32
