HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 72
Number of noise points: 7501 (30.8%)
Analysis type: clusters
Timestamp: 2025-05-27 16:00:08

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 69: 4689 statements (persistence: 0.102)
  Cluster 58: 571 statements (persistence: 0.299)
  Cluster 56: 562 statements (persistence: 0.368)
  Cluster 9: 555 statements (persistence: 0.364)
  Cluster 54: 456 statements (persistence: 0.370)
  Cluster 27: 425 statements (persistence: 0.415)
  Cluster 50: 396 statements (persistence: 0.300)
  Cluster 10: 388 statements (persistence: 0.413)
  Cluster 6: 371 statements (persistence: 0.434)
  Cluster 49: 318 statements (persistence: 0.522)
  Cluster 47: 291 statements (persistence: 0.448)
  Cluster 45: 252 statements (persistence: 0.554)
  Cluster 16: 236 statements (persistence: 0.467)
  Cluster 26: 232 statements (persistence: 0.443)
  Cluster 13: 231 statements (persistence: 0.484)
  Cluster 19: 231 statements (persistence: 0.341)
  Cluster 8: 214 statements (persistence: 0.441)
  Cluster 17: 210 statements (persistence: 0.493)
  Cluster 2: 199 statements (persistence: 0.482)
  Cluster 40: 196 statements (persistence: 0.579)
  Cluster 66: 190 statements (persistence: 0.637)
  Cluster 15: 185 statements (persistence: 0.489)
  Cluster 1: 179 statements (persistence: 0.477)
  Cluster 41: 174 statements (persistence: 0.490)
  Cluster 12: 166 statements (persistence: 0.514)
  Cluster 34: 157 statements (persistence: 0.640)
  Cluster 25: 156 statements (persistence: 0.513)
  Cluster 37: 155 statements (persistence: 0.519)
  Cluster 32: 154 statements (persistence: 0.994)
  Cluster 30: 151 statements (persistence: 0.597)
  Cluster 23: 150 statements (persistence: 0.504)
  Cluster 14: 146 statements (persistence: 0.548)
  Cluster 20: 146 statements (persistence: 0.561)
  Cluster 44: 139 statements (persistence: 0.520)
  Cluster 38: 135 statements (persistence: 0.541)
  Cluster 0: 133 statements (persistence: 0.595)
  Cluster 35: 131 statements (persistence: 0.566)
  Cluster 65: 130 statements (persistence: 0.666)
  Cluster 7: 129 statements (persistence: 0.490)
  Cluster 24: 127 statements (persistence: 0.672)
  Cluster 18: 126 statements (persistence: 0.622)
  Cluster 33: 124 statements (persistence: 0.728)
  Cluster 57: 122 statements (persistence: 0.708)
  Cluster 5: 121 statements (persistence: 0.628)
  Cluster 71: 114 statements (persistence: 0.769)
  Cluster 11: 108 statements (persistence: 0.560)
  Cluster 28: 108 statements (persistence: 0.655)
  Cluster 22: 107 statements (persistence: 0.692)
  Cluster 42: 106 statements (persistence: 0.629)
  Cluster 52: 103 statements (persistence: 0.722)
  Cluster 31: 100 statements (persistence: 0.845)
  Cluster 29: 98 statements (persistence: 0.636)
  Cluster 60: 96 statements (persistence: 0.777)
  Cluster 67: 95 statements (persistence: 1.000)
  Cluster 36: 86 statements (persistence: 0.786)
  Cluster 3: 81 statements (persistence: 0.820)
  Cluster 55: 81 statements (persistence: 0.769)
  Cluster 21: 79 statements (persistence: 0.763)
  Cluster 63: 78 statements (persistence: 0.857)
  Cluster 46: 76 statements (persistence: 0.791)
  Cluster 53: 75 statements (persistence: 0.906)
  Cluster 4: 72 statements (persistence: 0.793)
  Cluster 48: 71 statements (persistence: 0.810)
  Cluster 64: 64 statements (persistence: 0.952)
  Cluster 43: 63 statements (persistence: 0.944)
  Cluster 68: 62 statements (persistence: 0.958)
  Cluster 39: 61 statements (persistence: 0.881)
  Cluster 51: 61 statements (persistence: 0.996)
  Cluster 62: 59 statements (persistence: 0.977)
  Cluster 70: 58 statements (persistence: 0.988)
  Cluster 61: 55 statements (persistence: 0.990)
  Cluster 59: 53 statements (persistence: 0.992)
