Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension,Dataset_Distribution
Combined,30553,230,18763,61.411318037508586,51.26086956521739,0.48589459141177116,16,"{'PersonaChat': 574, 'SyntheticPersonaChat': 341, 'MSC': 598, 'PEC': 15462, 'FoCus': 514, 'MPChat': 1714, 'PER-CHAT': 11350}"
