Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,5,809,82.46687054026503,34.4,0.17322129,48
SyntheticPersonaChat,1045,4,841,80.47846889952153,51.0,0.13849436,48
MSC,1898,4,1684,88.72497365648051,53.5,0.20914821,48
PEC,33064,15,32355,97.85567384466489,47.266666666666666,0.21921925,48
FoCus,1270,4,1088,85.66929133858268,45.5,0.11085395,48
MPChat,4177,5,3787,90.66315537467081,78.0,0.18573561,48
PER-CHAT,26941,8,24202,89.83333951969118,342.375,0.2427956,48
