HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 39060
Vectorization method: hybrid
Number of clusters: 124
Number of noise points: 18746 (48.0%)
Analysis type: clusters
Timestamp: 2025-05-27 17:06:02

Dataset Distribution:
  FoCus: 596 statements
  MPChat: 2330 statements
  MSC: 771 statements
  PEC: 19963 statements
  PER-CHAT: 14357 statements
  PersonaChat: 692 statements
  SyntheticPersonaChat: 351 statements

============================================================

Cluster Information:
  Cluster 118: 1857 statements (persistence: 0.749)
  Cluster 5: 1430 statements (persistence: 0.349)
  Cluster 55: 902 statements (persistence: 0.156)
  Cluster 53: 805 statements (persistence: 0.144)
  Cluster 61: 779 statements (persistence: 0.234)
  Cluster 59: 571 statements (persistence: 0.119)
  Cluster 101: 560 statements (persistence: 0.148)
  Cluster 9: 417 statements (persistence: 0.214)
  Cluster 70: 413 statements (persistence: 0.181)
  Cluster 48: 400 statements (persistence: 0.220)
  Cluster 94: 373 statements (persistence: 0.295)
  Cluster 6: 366 statements (persistence: 0.246)
  Cluster 85: 346 statements (persistence: 0.297)
  Cluster 22: 330 statements (persistence: 0.214)
  Cluster 24: 325 statements (persistence: 0.230)
  Cluster 45: 323 statements (persistence: 0.288)
  Cluster 15: 303 statements (persistence: 0.337)
  Cluster 4: 297 statements (persistence: 0.240)
  Cluster 103: 295 statements (persistence: 0.289)
  Cluster 14: 292 statements (persistence: 0.223)
  Cluster 83: 279 statements (persistence: 0.274)
  Cluster 34: 263 statements (persistence: 0.328)
  Cluster 50: 263 statements (persistence: 0.290)
  Cluster 37: 243 statements (persistence: 0.282)
  Cluster 38: 233 statements (persistence: 0.267)
  Cluster 39: 232 statements (persistence: 0.316)
  Cluster 1: 231 statements (persistence: 0.195)
  Cluster 112: 225 statements (persistence: 0.374)
  Cluster 32: 222 statements (persistence: 0.286)
  Cluster 31: 221 statements (persistence: 0.340)
  Cluster 33: 212 statements (persistence: 0.293)
  Cluster 29: 206 statements (persistence: 0.376)
  Cluster 42: 199 statements (persistence: 0.334)
  Cluster 28: 198 statements (persistence: 0.266)
  Cluster 7: 183 statements (persistence: 0.413)
  Cluster 0: 178 statements (persistence: 0.364)
  Cluster 77: 175 statements (persistence: 0.347)
  Cluster 26: 167 statements (persistence: 0.324)
  Cluster 67: 163 statements (persistence: 0.386)
  Cluster 44: 159 statements (persistence: 0.389)
  Cluster 72: 151 statements (persistence: 0.471)
  Cluster 17: 137 statements (persistence: 0.551)
  Cluster 116: 137 statements (persistence: 0.432)
  Cluster 97: 128 statements (persistence: 0.547)
  Cluster 120: 123 statements (persistence: 0.540)
  Cluster 35: 120 statements (persistence: 0.615)
  Cluster 76: 107 statements (persistence: 0.653)
  Cluster 65: 105 statements (persistence: 0.520)
  Cluster 107: 104 statements (persistence: 0.599)
  Cluster 36: 94 statements (persistence: 0.617)
  Cluster 88: 87 statements (persistence: 0.687)
  Cluster 3: 85 statements (persistence: 0.556)
  Cluster 66: 85 statements (persistence: 0.455)
  Cluster 12: 83 statements (persistence: 0.567)
  Cluster 68: 83 statements (persistence: 0.666)
  Cluster 74: 83 statements (persistence: 0.705)
  Cluster 56: 82 statements (persistence: 0.651)
  Cluster 114: 81 statements (persistence: 0.719)
  Cluster 90: 78 statements (persistence: 0.760)
  Cluster 40: 77 statements (persistence: 0.747)
  Cluster 75: 76 statements (persistence: 0.724)
  Cluster 84: 76 statements (persistence: 0.582)
  Cluster 109: 73 statements (persistence: 0.700)
  Cluster 82: 72 statements (persistence: 0.784)
  Cluster 63: 71 statements (persistence: 0.683)
  Cluster 73: 71 statements (persistence: 0.579)
  Cluster 113: 70 statements (persistence: 0.819)
  Cluster 2: 68 statements (persistence: 0.640)
  Cluster 23: 66 statements (persistence: 0.594)
  Cluster 78: 64 statements (persistence: 0.736)
  Cluster 41: 62 statements (persistence: 0.650)
  Cluster 49: 58 statements (persistence: 0.745)
  Cluster 93: 56 statements (persistence: 0.756)
  Cluster 117: 56 statements (persistence: 0.827)
  Cluster 99: 55 statements (persistence: 0.904)
  Cluster 43: 52 statements (persistence: 0.774)
  Cluster 54: 52 statements (persistence: 0.765)
  Cluster 79: 52 statements (persistence: 0.896)
  Cluster 13: 51 statements (persistence: 0.831)
  Cluster 47: 50 statements (persistence: 0.740)
  Cluster 87: 49 statements (persistence: 0.900)
  Cluster 106: 47 statements (persistence: 0.795)
  Cluster 121: 47 statements (persistence: 0.814)
  Cluster 86: 46 statements (persistence: 0.741)
  Cluster 64: 45 statements (persistence: 0.825)
  Cluster 122: 45 statements (persistence: 0.884)
  Cluster 46: 44 statements (persistence: 0.754)
  Cluster 69: 43 statements (persistence: 0.776)
  Cluster 11: 42 statements (persistence: 0.594)
  Cluster 51: 41 statements (persistence: 0.823)
  Cluster 115: 41 statements (persistence: 0.934)
  Cluster 110: 40 statements (persistence: 0.721)
  Cluster 58: 39 statements (persistence: 0.855)
  Cluster 92: 39 statements (persistence: 0.930)
  Cluster 119: 37 statements (persistence: 0.952)
  Cluster 96: 36 statements (persistence: 0.855)
  Cluster 89: 33 statements (persistence: 0.967)
  Cluster 10: 32 statements (persistence: 0.830)
  Cluster 20: 32 statements (persistence: 0.834)
  Cluster 123: 32 statements (persistence: 0.977)
  Cluster 71: 31 statements (persistence: 0.916)
  Cluster 108: 30 statements (persistence: 0.935)
  Cluster 102: 29 statements (persistence: 0.898)
  Cluster 52: 28 statements (persistence: 0.979)
  Cluster 80: 28 statements (persistence: 0.971)
  Cluster 91: 27 statements (persistence: 0.985)
  Cluster 111: 27 statements (persistence: 0.990)
  Cluster 95: 26 statements (persistence: 0.887)
  Cluster 104: 26 statements (persistence: 0.959)
  Cluster 25: 25 statements (persistence: 0.946)
  Cluster 57: 25 statements (persistence: 0.954)
  Cluster 16: 24 statements (persistence: 0.945)
  Cluster 27: 24 statements (persistence: 0.989)
  Cluster 98: 24 statements (persistence: 0.988)
  Cluster 8: 23 statements (persistence: 0.970)
  Cluster 18: 22 statements (persistence: 0.969)
  Cluster 19: 22 statements (persistence: 0.998)
  Cluster 60: 22 statements (persistence: 0.974)
  Cluster 100: 22 statements (persistence: 0.977)
  Cluster 30: 21 statements (persistence: 0.999)
  Cluster 62: 21 statements (persistence: 1.000)
  Cluster 21: 20 statements (persistence: 1.000)
  Cluster 81: 20 statements (persistence: 1.000)
  Cluster 105: 20 statements (persistence: 1.000)
