HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 20479
Vectorization method: tfidf
Number of clusters: 356
Number of noise points: 11064 (54.0%)
Analysis type: clusters
Timestamp: 2025-05-27 16:29:16

Dataset Distribution:
  PEC: 20479 statements

============================================================

Cluster Information:
  Cluster 354: 1074 statements (persistence: 0.381)
  Cluster 218: 157 statements (persistence: 0.462)
  Cluster 102: 140 statements (persistence: 0.344)
  Cluster 249: 131 statements (persistence: 0.992)
  Cluster 295: 123 statements (persistence: 0.221)
  Cluster 43: 112 statements (persistence: 0.166)
  Cluster 86: 106 statements (persistence: 0.194)
  Cluster 248: 103 statements (persistence: 0.195)
  Cluster 208: 97 statements (persistence: 0.266)
  Cluster 158: 89 statements (persistence: 0.432)
  Cluster 291: 89 statements (persistence: 0.774)
  Cluster 263: 87 statements (persistence: 0.306)
  Cluster 159: 86 statements (persistence: 0.414)
  Cluster 274: 78 statements (persistence: 1.000)
  Cluster 294: 78 statements (persistence: 0.594)
  Cluster 0: 77 statements (persistence: 0.288)
  Cluster 242: 77 statements (persistence: 0.320)
  Cluster 275: 77 statements (persistence: 0.291)
  Cluster 185: 76 statements (persistence: 0.440)
  Cluster 113: 72 statements (persistence: 0.292)
  Cluster 223: 72 statements (persistence: 0.461)
  Cluster 265: 72 statements (persistence: 0.306)
  Cluster 234: 70 statements (persistence: 0.286)
  Cluster 59: 69 statements (persistence: 0.243)
  Cluster 255: 69 statements (persistence: 0.459)
  Cluster 224: 67 statements (persistence: 0.506)
  Cluster 157: 62 statements (persistence: 0.436)
  Cluster 169: 61 statements (persistence: 0.318)
  Cluster 254: 59 statements (persistence: 0.482)
  Cluster 279: 59 statements (persistence: 0.791)
  Cluster 176: 57 statements (persistence: 0.474)
  Cluster 278: 57 statements (persistence: 0.478)
  Cluster 144: 55 statements (persistence: 0.514)
  Cluster 239: 54 statements (persistence: 0.274)
  Cluster 252: 54 statements (persistence: 0.373)
  Cluster 81: 53 statements (persistence: 0.413)
  Cluster 302: 50 statements (persistence: 0.649)
  Cluster 318: 50 statements (persistence: 0.526)
  Cluster 57: 47 statements (persistence: 0.433)
  Cluster 132: 47 statements (persistence: 0.394)
  Cluster 174: 45 statements (persistence: 0.500)
  Cluster 45: 44 statements (persistence: 0.432)
  Cluster 195: 44 statements (persistence: 1.000)
  Cluster 228: 44 statements (persistence: 0.580)
  Cluster 264: 43 statements (persistence: 0.734)
  Cluster 200: 42 statements (persistence: 0.511)
  Cluster 250: 42 statements (persistence: 0.579)
  Cluster 98: 40 statements (persistence: 0.482)
  Cluster 262: 40 statements (persistence: 1.000)
  Cluster 3: 39 statements (persistence: 0.408)
  Cluster 183: 39 statements (persistence: 0.480)
  Cluster 186: 38 statements (persistence: 0.505)
  Cluster 192: 38 statements (persistence: 0.496)
  Cluster 245: 38 statements (persistence: 0.700)
  Cluster 267: 38 statements (persistence: 0.581)
  Cluster 280: 38 statements (persistence: 0.503)
  Cluster 206: 37 statements (persistence: 1.000)
  Cluster 226: 37 statements (persistence: 0.761)
  Cluster 256: 37 statements (persistence: 0.616)
  Cluster 270: 37 statements (persistence: 0.759)
  Cluster 320: 36 statements (persistence: 0.626)
  Cluster 112: 35 statements (persistence: 0.496)
  Cluster 181: 35 statements (persistence: 0.437)
  Cluster 205: 35 statements (persistence: 0.598)
  Cluster 247: 34 statements (persistence: 0.736)
  Cluster 316: 34 statements (persistence: 0.558)
  Cluster 104: 33 statements (persistence: 0.612)
  Cluster 108: 33 statements (persistence: 0.494)
  Cluster 160: 33 statements (persistence: 0.886)
  Cluster 170: 33 statements (persistence: 0.593)
  Cluster 71: 32 statements (persistence: 0.288)
  Cluster 131: 32 statements (persistence: 0.451)
  Cluster 143: 32 statements (persistence: 0.567)
  Cluster 178: 32 statements (persistence: 0.556)
  Cluster 229: 32 statements (persistence: 0.558)
  Cluster 296: 32 statements (persistence: 0.539)
  Cluster 315: 32 statements (persistence: 0.533)
  Cluster 77: 31 statements (persistence: 0.520)
  Cluster 103: 31 statements (persistence: 0.551)
  Cluster 261: 31 statements (persistence: 0.704)
  Cluster 290: 31 statements (persistence: 0.503)
  Cluster 310: 31 statements (persistence: 0.702)
  Cluster 312: 31 statements (persistence: 0.558)
  Cluster 121: 30 statements (persistence: 0.557)
  Cluster 240: 30 statements (persistence: 0.639)
  Cluster 241: 30 statements (persistence: 0.737)
  Cluster 88: 29 statements (persistence: 1.000)
  Cluster 138: 29 statements (persistence: 0.481)
  Cluster 94: 28 statements (persistence: 0.533)
  Cluster 96: 28 statements (persistence: 0.565)
  Cluster 141: 28 statements (persistence: 0.610)
  Cluster 253: 28 statements (persistence: 0.964)
  Cluster 22: 27 statements (persistence: 0.584)
  Cluster 162: 27 statements (persistence: 0.651)
  Cluster 33: 26 statements (persistence: 0.466)
  Cluster 51: 26 statements (persistence: 0.346)
  Cluster 167: 26 statements (persistence: 0.483)
  Cluster 211: 26 statements (persistence: 0.767)
  Cluster 215: 26 statements (persistence: 0.719)
  Cluster 40: 25 statements (persistence: 0.477)
  Cluster 84: 25 statements (persistence: 0.570)
  Cluster 129: 25 statements (persistence: 0.536)
  Cluster 220: 25 statements (persistence: 0.585)
  Cluster 227: 25 statements (persistence: 0.693)
  Cluster 235: 25 statements (persistence: 0.714)
  Cluster 260: 25 statements (persistence: 0.692)
  Cluster 268: 25 statements (persistence: 0.792)
  Cluster 321: 25 statements (persistence: 0.901)
  Cluster 201: 24 statements (persistence: 0.958)
  Cluster 285: 24 statements (persistence: 0.748)
  Cluster 9: 23 statements (persistence: 1.000)
  Cluster 85: 23 statements (persistence: 0.585)
  Cluster 12: 22 statements (persistence: 0.641)
  Cluster 115: 22 statements (persistence: 0.535)
  Cluster 117: 22 statements (persistence: 0.589)
  Cluster 156: 22 statements (persistence: 0.722)
  Cluster 168: 22 statements (persistence: 0.714)
  Cluster 182: 22 statements (persistence: 1.000)
  Cluster 259: 22 statements (persistence: 0.955)
  Cluster 324: 22 statements (persistence: 0.837)
  Cluster 330: 22 statements (persistence: 0.857)
  Cluster 335: 22 statements (persistence: 0.789)
  Cluster 93: 21 statements (persistence: 0.579)
  Cluster 194: 21 statements (persistence: 0.684)
