Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,0,981,100.0,0.0,-1.0,16
SyntheticPersonaChat,1045,0,1045,100.0,0.0,-1.0,16
MSC,1898,0,1898,100.0,0.0,-1.0,16
PEC,33064,16,27147,82.10440358093395,369.8125,0.42232481721292636,16
FoCus,1270,0,1270,100.0,0.0,-1.0,16
MPChat,4177,0,4177,100.0,0.0,-1.0,16
PER-CHAT,26941,12,24019,89.15407742845477,243.5,0.37347380336840136,16
