HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 141
Number of noise points: 10351 (42.6%)
Analysis type: clusters
Timestamp: 2025-05-27 15:29:59

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 139: 3427 statements (persistence: 0.139)
  Cluster 60: 688 statements (persistence: 0.369)
  Cluster 108: 307 statements (persistence: 0.261)
  Cluster 35: 296 statements (persistence: 0.216)
  Cluster 24: 274 statements (persistence: 0.215)
  Cluster 19: 270 statements (persistence: 0.209)
  Cluster 79: 235 statements (persistence: 0.308)
  Cluster 30: 219 statements (persistence: 0.241)
  Cluster 13: 196 statements (persistence: 0.269)
  Cluster 31: 194 statements (persistence: 0.341)
  Cluster 3: 187 statements (persistence: 0.297)
  Cluster 63: 176 statements (persistence: 0.362)
  Cluster 6: 175 statements (persistence: 0.363)
  Cluster 41: 164 statements (persistence: 0.376)
  Cluster 25: 157 statements (persistence: 0.330)
  Cluster 64: 156 statements (persistence: 0.427)
  Cluster 100: 154 statements (persistence: 0.994)
  Cluster 77: 151 statements (persistence: 0.360)
  Cluster 85: 143 statements (persistence: 0.378)
  Cluster 120: 141 statements (persistence: 0.492)
  Cluster 73: 129 statements (persistence: 0.473)
  Cluster 4: 128 statements (persistence: 0.296)
  Cluster 99: 125 statements (persistence: 0.508)
  Cluster 74: 120 statements (persistence: 0.466)
  Cluster 49: 118 statements (persistence: 0.448)
  Cluster 75: 114 statements (persistence: 0.513)
  Cluster 97: 113 statements (persistence: 0.493)
  Cluster 110: 108 statements (persistence: 0.533)
  Cluster 78: 105 statements (persistence: 0.568)
  Cluster 76: 102 statements (persistence: 0.446)
  Cluster 95: 102 statements (persistence: 0.510)
  Cluster 116: 95 statements (persistence: 1.000)
  Cluster 119: 94 statements (persistence: 0.696)
  Cluster 45: 90 statements (persistence: 0.492)
  Cluster 59: 90 statements (persistence: 0.572)
  Cluster 105: 89 statements (persistence: 0.546)
  Cluster 96: 88 statements (persistence: 0.543)
  Cluster 34: 83 statements (persistence: 0.539)
  Cluster 93: 82 statements (persistence: 0.642)
  Cluster 112: 82 statements (persistence: 0.677)
  Cluster 9: 81 statements (persistence: 0.475)
  Cluster 51: 80 statements (persistence: 0.473)
  Cluster 69: 80 statements (persistence: 0.547)
  Cluster 94: 79 statements (persistence: 0.630)
  Cluster 87: 77 statements (persistence: 0.615)
  Cluster 89: 77 statements (persistence: 0.555)
  Cluster 118: 75 statements (persistence: 0.678)
  Cluster 92: 74 statements (persistence: 0.716)
  Cluster 125: 72 statements (persistence: 0.669)
  Cluster 128: 69 statements (persistence: 0.650)
  Cluster 84: 68 statements (persistence: 0.675)
  Cluster 98: 68 statements (persistence: 0.738)
  Cluster 117: 68 statements (persistence: 0.724)
  Cluster 91: 67 statements (persistence: 0.373)
  Cluster 81: 64 statements (persistence: 0.639)
  Cluster 62: 63 statements (persistence: 0.521)
  Cluster 65: 63 statements (persistence: 0.643)
  Cluster 106: 63 statements (persistence: 0.682)
  Cluster 1: 59 statements (persistence: 0.839)
  Cluster 43: 58 statements (persistence: 0.685)
  Cluster 104: 58 statements (persistence: 0.732)
  Cluster 130: 58 statements (persistence: 0.827)
  Cluster 90: 56 statements (persistence: 0.714)
  Cluster 129: 55 statements (persistence: 0.806)
  Cluster 26: 53 statements (persistence: 0.558)
  Cluster 48: 52 statements (persistence: 0.603)
  Cluster 56: 52 statements (persistence: 0.708)
  Cluster 72: 52 statements (persistence: 0.704)
  Cluster 103: 52 statements (persistence: 0.787)
  Cluster 33: 51 statements (persistence: 0.650)
  Cluster 101: 50 statements (persistence: 0.857)
  Cluster 109: 50 statements (persistence: 0.980)
  Cluster 126: 49 statements (persistence: 0.858)
  Cluster 115: 47 statements (persistence: 0.760)
  Cluster 0: 46 statements (persistence: 0.567)
  Cluster 46: 46 statements (persistence: 1.000)
  Cluster 107: 44 statements (persistence: 0.833)
  Cluster 121: 44 statements (persistence: 0.907)
  Cluster 138: 43 statements (persistence: 0.950)
  Cluster 80: 41 statements (persistence: 1.000)
  Cluster 102: 41 statements (persistence: 1.000)
  Cluster 17: 40 statements (persistence: 0.883)
  Cluster 111: 40 statements (persistence: 0.930)
  Cluster 132: 40 statements (persistence: 0.929)
  Cluster 44: 39 statements (persistence: 0.681)
  Cluster 140: 39 statements (persistence: 0.878)
  Cluster 21: 38 statements (persistence: 0.981)
  Cluster 50: 38 statements (persistence: 0.702)
  Cluster 57: 37 statements (persistence: 0.756)
  Cluster 82: 37 statements (persistence: 0.796)
  Cluster 123: 37 statements (persistence: 0.896)
  Cluster 42: 36 statements (persistence: 0.719)
  Cluster 36: 35 statements (persistence: 0.734)
  Cluster 14: 34 statements (persistence: 0.679)
  Cluster 18: 34 statements (persistence: 0.971)
  Cluster 23: 34 statements (persistence: 0.740)
  Cluster 27: 34 statements (persistence: 0.684)
