Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,6,400,57.80346820809249,48.666666666666664,0.5891349639555447,48
SyntheticPersonaChat,759,6,406,53.49143610013175,58.833333333333336,0.5119565521688897,48
MSC,1245,11,646,51.88755020080321,54.45454545454545,0.5149731840549204,48
PEC,20479,147,8128,39.68943796083793,84.0204081632653,0.4946115261281901,48
FoCus,813,9,384,47.23247232472325,47.666666666666664,0.46561367855368274,48
MPChat,2597,32,1391,53.5618020793223,37.6875,0.3697670872630774,48
PER-CHAT,15536,54,9948,64.03192584963955,103.48148148148148,0.5458806479588197,48
