HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 19148
Vectorization method: tfidf
Number of clusters: 133
Number of noise points: 9838 (51.4%)
Analysis type: clusters
Timestamp: 2025-05-27 17:08:45

Dataset Distribution:
  PER-CHAT: 19148 statements

============================================================

Cluster Information:
  Cluster 130: 1830 statements (persistence: 0.199)
  Cluster 39: 1105 statements (persistence: 0.997)
  Cluster 49: 385 statements (persistence: 0.379)
  Cluster 78: 335 statements (persistence: 0.226)
  Cluster 99: 333 statements (persistence: 0.155)
  Cluster 108: 227 statements (persistence: 0.520)
  Cluster 26: 213 statements (persistence: 0.498)
  Cluster 111: 201 statements (persistence: 0.431)
  Cluster 76: 199 statements (persistence: 0.281)
  Cluster 46: 195 statements (persistence: 0.179)
  Cluster 65: 180 statements (persistence: 0.373)
  Cluster 103: 174 statements (persistence: 0.444)
  Cluster 95: 162 statements (persistence: 0.427)
  Cluster 43: 158 statements (persistence: 0.259)
  Cluster 101: 140 statements (persistence: 0.340)
  Cluster 83: 137 statements (persistence: 0.380)
  Cluster 116: 124 statements (persistence: 0.891)
  Cluster 80: 122 statements (persistence: 0.442)
  Cluster 117: 114 statements (persistence: 0.518)
  Cluster 67: 84 statements (persistence: 0.295)
  Cluster 75: 75 statements (persistence: 0.442)
  Cluster 35: 74 statements (persistence: 0.348)
  Cluster 32: 70 statements (persistence: 0.466)
  Cluster 4: 67 statements (persistence: 0.560)
  Cluster 48: 65 statements (persistence: 0.667)
  Cluster 25: 63 statements (persistence: 0.341)
  Cluster 36: 59 statements (persistence: 0.509)
  Cluster 37: 57 statements (persistence: 0.529)
  Cluster 40: 57 statements (persistence: 0.447)
  Cluster 86: 57 statements (persistence: 0.537)
  Cluster 115: 57 statements (persistence: 0.625)
  Cluster 50: 56 statements (persistence: 0.627)
  Cluster 3: 55 statements (persistence: 1.000)
  Cluster 119: 54 statements (persistence: 0.792)
  Cluster 23: 53 statements (persistence: 0.447)
  Cluster 61: 50 statements (persistence: 0.563)
  Cluster 94: 50 statements (persistence: 0.656)
