Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,11,504,72.83236994219652,17.09090909090909,0.22810741009331728,16
SyntheticPersonaChat,759,9,615,81.02766798418972,16.0,0.29217994393296026,16
MSC,1245,10,981,78.79518072289157,26.4,0.14559355561353432,16
PEC,20479,2,13502,65.93095365984667,3488.5,-0.03469717697124579,16
FoCus,813,9,598,73.55473554735548,23.88888888888889,0.1994671309469981,16
MPChat,2597,11,2153,82.90335001925298,40.36363636363637,0.2014222591830335,16
PER-CHAT,15536,29,14058,90.48661174047375,50.96551724137931,0.2100554092291634,16
