Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,7,503,63.99491094147582,40.42857142857143,0.5545992879962457,32
SyntheticPersonaChat,864,6,347,40.16203703703704,86.16666666666667,0.6118589604489771,32
MSC,1455,12,662,45.49828178694158,66.08333333333333,0.5221710095340577,32
PEC,24320,141,10351,42.561677631578945,99.0709219858156,0.5201328303220327,32
FoCus,950,12,344,36.21052631578948,50.5,0.6051445398625249,32
MPChat,3015,32,1314,43.582089552238806,53.15625,0.4813358678667838,32
PER-CHAT,19148,54,11391,59.489241696260706,143.64814814814815,0.5041736730605976,32
