HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 15829
Vectorization method: tfidf
Number of clusters: 349
Number of noise points: 9185 (58.0%)
Analysis type: clusters
Timestamp: 2025-05-27 16:56:25

Dataset Distribution:
  PEC: 15829 statements

============================================================

Cluster Information:
  Cluster 348: 314 statements (persistence: 1.000)
  Cluster 97: 127 statements (persistence: 0.157)
  Cluster 217: 116 statements (persistence: 0.380)
  Cluster 240: 114 statements (persistence: 1.000)
  Cluster 283: 99 statements (persistence: 0.184)
  Cluster 207: 83 statements (persistence: 0.150)
  Cluster 90: 81 statements (persistence: 0.223)
  Cluster 239: 80 statements (persistence: 0.127)
  Cluster 209: 77 statements (persistence: 0.355)
  Cluster 242: 75 statements (persistence: 0.236)
  Cluster 215: 69 statements (persistence: 0.368)
  Cluster 202: 65 statements (persistence: 0.314)
  Cluster 279: 61 statements (persistence: 1.000)
  Cluster 208: 58 statements (persistence: 0.497)
  Cluster 157: 55 statements (persistence: 0.330)
  Cluster 180: 55 statements (persistence: 0.438)
  Cluster 263: 55 statements (persistence: 0.408)
  Cluster 119: 53 statements (persistence: 0.277)
  Cluster 312: 50 statements (persistence: 0.365)
  Cluster 282: 49 statements (persistence: 0.441)
  Cluster 231: 46 statements (persistence: 0.276)
  Cluster 102: 45 statements (persistence: 0.206)
  Cluster 149: 45 statements (persistence: 0.402)
  Cluster 13: 43 statements (persistence: 0.596)
  Cluster 124: 42 statements (persistence: 0.394)
  Cluster 238: 42 statements (persistence: 0.519)
  Cluster 134: 41 statements (persistence: 0.492)
  Cluster 154: 41 statements (persistence: 0.184)
  Cluster 156: 41 statements (persistence: 0.567)
  Cluster 131: 40 statements (persistence: 0.439)
  Cluster 181: 40 statements (persistence: 0.586)
  Cluster 219: 40 statements (persistence: 0.777)
  Cluster 270: 40 statements (persistence: 0.350)
  Cluster 243: 39 statements (persistence: 0.596)
  Cluster 247: 38 statements (persistence: 0.537)
  Cluster 300: 38 statements (persistence: 0.684)
  Cluster 57: 37 statements (persistence: 0.448)
  Cluster 225: 37 statements (persistence: 0.456)
  Cluster 234: 37 statements (persistence: 0.421)
  Cluster 141: 36 statements (persistence: 0.537)
