HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 15536
Vectorization method: tfidf
Number of clusters: 157
Number of noise points: 8754 (56.3%)
Analysis type: clusters
Timestamp: 2025-05-27 16:29:48

Dataset Distribution:
  PER-CHAT: 15536 statements

============================================================

Cluster Information:
  Cluster 155: 1197 statements (persistence: 0.262)
  Cluster 88: 936 statements (persistence: 0.999)
  Cluster 112: 307 statements (persistence: 0.379)
  Cluster 109: 257 statements (persistence: 0.227)
  Cluster 101: 202 statements (persistence: 0.376)
  Cluster 139: 154 statements (persistence: 0.516)
  Cluster 105: 152 statements (persistence: 0.335)
  Cluster 94: 110 statements (persistence: 0.294)
  Cluster 4: 108 statements (persistence: 0.244)
  Cluster 34: 107 statements (persistence: 0.185)
  Cluster 76: 105 statements (persistence: 0.326)
  Cluster 146: 96 statements (persistence: 0.578)
  Cluster 43: 94 statements (persistence: 0.251)
  Cluster 130: 92 statements (persistence: 0.366)
  Cluster 117: 83 statements (persistence: 0.351)
  Cluster 103: 80 statements (persistence: 0.375)
  Cluster 73: 78 statements (persistence: 0.371)
  Cluster 39: 73 statements (persistence: 0.389)
  Cluster 120: 73 statements (persistence: 0.291)
  Cluster 54: 69 statements (persistence: 0.396)
  Cluster 122: 65 statements (persistence: 0.339)
  Cluster 124: 63 statements (persistence: 0.420)
  Cluster 59: 61 statements (persistence: 0.430)
  Cluster 20: 58 statements (persistence: 0.495)
  Cluster 115: 57 statements (persistence: 0.458)
  Cluster 18: 53 statements (persistence: 1.000)
  Cluster 125: 49 statements (persistence: 0.395)
  Cluster 24: 46 statements (persistence: 0.423)
  Cluster 135: 46 statements (persistence: 0.451)
  Cluster 72: 44 statements (persistence: 0.356)
  Cluster 144: 41 statements (persistence: 0.587)
  Cluster 107: 39 statements (persistence: 0.666)
  Cluster 30: 36 statements (persistence: 0.459)
  Cluster 99: 33 statements (persistence: 0.432)
  Cluster 98: 30 statements (persistence: 0.483)
  Cluster 148: 30 statements (persistence: 0.781)
  Cluster 91: 29 statements (persistence: 0.559)
  Cluster 113: 29 statements (persistence: 0.862)
  Cluster 70: 28 statements (persistence: 0.913)
  Cluster 90: 28 statements (persistence: 0.496)
  Cluster 1: 26 statements (persistence: 0.538)
  Cluster 69: 26 statements (persistence: 0.551)
  Cluster 81: 26 statements (persistence: 0.608)
  Cluster 133: 25 statements (persistence: 0.730)
  Cluster 138: 25 statements (persistence: 0.711)
  Cluster 85: 24 statements (persistence: 0.611)
  Cluster 96: 24 statements (persistence: 0.584)
  Cluster 143: 24 statements (persistence: 0.708)
  Cluster 82: 22 statements (persistence: 0.809)
  Cluster 92: 22 statements (persistence: 0.782)
  Cluster 140: 22 statements (persistence: 0.779)
  Cluster 141: 22 statements (persistence: 0.793)
  Cluster 80: 21 statements (persistence: 0.628)
  Cluster 93: 21 statements (persistence: 0.782)
  Cluster 95: 21 statements (persistence: 0.528)
  Cluster 154: 21 statements (persistence: 0.695)
  Cluster 75: 20 statements (persistence: 0.679)
  Cluster 142: 20 statements (persistence: 0.866)
  Cluster 145: 20 statements (persistence: 0.822)
  Cluster 97: 18 statements (persistence: 0.843)
  Cluster 137: 18 statements (persistence: 0.850)
  Cluster 35: 17 statements (persistence: 0.933)
  Cluster 65: 17 statements (persistence: 0.898)
  Cluster 111: 17 statements (persistence: 0.702)
  Cluster 40: 16 statements (persistence: 0.851)
  Cluster 47: 16 statements (persistence: 0.792)
  Cluster 52: 16 statements (persistence: 0.814)
  Cluster 78: 16 statements (persistence: 0.854)
  Cluster 106: 16 statements (persistence: 0.796)
  Cluster 114: 16 statements (persistence: 0.902)
  Cluster 131: 16 statements (persistence: 0.878)
  Cluster 149: 16 statements (persistence: 0.854)
  Cluster 21: 15 statements (persistence: 0.936)
  Cluster 51: 15 statements (persistence: 0.916)
  Cluster 104: 15 statements (persistence: 0.888)
  Cluster 2: 14 statements (persistence: 1.000)
  Cluster 14: 14 statements (persistence: 0.855)
  Cluster 38: 14 statements (persistence: 0.794)
  Cluster 44: 14 statements (persistence: 0.871)
  Cluster 74: 14 statements (persistence: 0.876)
