Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,7,440,55.97964376590331,49.42857142857143,0.5179785941967334,48
SyntheticPersonaChat,864,6,439,50.81018518518518,70.83333333333333,0.4633473890478957,48
MSC,1455,11,670,46.04810996563574,71.36363636363636,0.42447861057681824,48
PEC,24320,157,10677,43.90213815789474,86.89808917197452,0.500330107528532,48
FoCus,950,11,338,35.578947368421055,55.63636363636363,0.3661671252608909,48
MPChat,3015,33,1429,47.39635157545605,48.06060606060606,0.3761585717246879,48
PER-CHAT,19148,58,11994,62.63839565489868,123.34482758620689,0.5098865854553514,48
