Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,5,584,59.53109072375128,79.4,0.3013652326773601,32
SyntheticPersonaChat,1045,5,717,68.61244019138756,65.6,0.39779973974977195,32
MSC,1898,12,942,49.63119072708114,79.66666666666667,0.2862782418195673,32
PEC,33064,77,14066,42.54173723687394,246.72727272727272,0.34495675303844625,32
FoCus,1270,7,630,49.60629921259843,91.42857142857143,0.4199790039392779,32
MPChat,4177,29,2181,52.21450802011013,68.82758620689656,0.3112148923693692,32
PER-CHAT,26941,46,16123,59.84558850822167,235.17391304347825,0.377931696126566,32
