HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 20479
Vectorization method: tfidf
Number of clusters: 70
Number of noise points: 6375 (31.1%)
Analysis type: clusters
Timestamp: 2025-05-27 15:27:24

Dataset Distribution:
  PEC: 20479 statements

============================================================

Cluster Information:
  Cluster 68: 4673 statements (persistence: 0.088)
  Cluster 37: 561 statements (persistence: 0.354)
  Cluster 29: 485 statements (persistence: 0.364)
  Cluster 3: 460 statements (persistence: 0.230)
  Cluster 35: 427 statements (persistence: 0.274)
  Cluster 30: 350 statements (persistence: 0.273)
  Cluster 9: 333 statements (persistence: 0.385)
  Cluster 33: 306 statements (persistence: 0.464)
  Cluster 53: 252 statements (persistence: 0.509)
  Cluster 17: 240 statements (persistence: 0.511)
  Cluster 5: 229 statements (persistence: 0.436)
  Cluster 4: 222 statements (persistence: 0.408)
  Cluster 57: 212 statements (persistence: 0.503)
  Cluster 6: 206 statements (persistence: 0.468)
  Cluster 7: 195 statements (persistence: 0.442)
  Cluster 18: 190 statements (persistence: 0.452)
  Cluster 1: 182 statements (persistence: 0.502)
  Cluster 14: 175 statements (persistence: 0.457)
  Cluster 41: 166 statements (persistence: 0.530)
  Cluster 43: 158 statements (persistence: 0.629)
  Cluster 8: 153 statements (persistence: 0.494)
  Cluster 24: 145 statements (persistence: 0.486)
  Cluster 12: 139 statements (persistence: 0.511)
  Cluster 25: 137 statements (persistence: 0.601)
  Cluster 13: 133 statements (persistence: 0.575)
  Cluster 19: 131 statements (persistence: 0.992)
  Cluster 10: 129 statements (persistence: 0.513)
  Cluster 26: 126 statements (persistence: 0.641)
  Cluster 21: 123 statements (persistence: 0.751)
  Cluster 23: 117 statements (persistence: 0.620)
  Cluster 0: 112 statements (persistence: 0.455)
  Cluster 2: 107 statements (persistence: 0.568)
  Cluster 49: 107 statements (persistence: 0.691)
  Cluster 44: 102 statements (persistence: 0.690)
  Cluster 45: 96 statements (persistence: 0.738)
  Cluster 20: 94 statements (persistence: 0.776)
  Cluster 64: 93 statements (persistence: 0.767)
  Cluster 50: 89 statements (persistence: 0.757)
  Cluster 65: 89 statements (persistence: 0.809)
  Cluster 48: 78 statements (persistence: 0.815)
  Cluster 58: 78 statements (persistence: 1.000)
  Cluster 36: 77 statements (persistence: 0.751)
  Cluster 60: 77 statements (persistence: 0.848)
  Cluster 51: 75 statements (persistence: 0.825)
  Cluster 63: 74 statements (persistence: 0.826)
  Cluster 52: 72 statements (persistence: 0.828)
  Cluster 54: 72 statements (persistence: 0.892)
  Cluster 46: 71 statements (persistence: 0.864)
  Cluster 69: 70 statements (persistence: 0.904)
  Cluster 16: 68 statements (persistence: 0.764)
  Cluster 27: 68 statements (persistence: 0.809)
  Cluster 32: 67 statements (persistence: 0.763)
  Cluster 47: 66 statements (persistence: 0.888)
  Cluster 62: 64 statements (persistence: 0.937)
  Cluster 66: 63 statements (persistence: 0.937)
  Cluster 56: 59 statements (persistence: 0.953)
  Cluster 28: 57 statements (persistence: 0.895)
  Cluster 39: 57 statements (persistence: 0.915)
  Cluster 38: 55 statements (persistence: 0.855)
  Cluster 61: 49 statements (persistence: 0.989)
  Cluster 11: 47 statements (persistence: 0.932)
  Cluster 31: 47 statements (persistence: 0.949)
  Cluster 42: 46 statements (persistence: 0.959)
  Cluster 59: 46 statements (persistence: 0.989)
  Cluster 34: 45 statements (persistence: 0.997)
  Cluster 40: 45 statements (persistence: 0.994)
  Cluster 22: 44 statements (persistence: 1.000)
  Cluster 15: 43 statements (persistence: 0.998)
  Cluster 55: 40 statements (persistence: 1.000)
  Cluster 67: 40 statements (persistence: 1.000)
