Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,2,347,81.45539906103286,39.5,0.11503289867831656,16
SyntheticPersonaChat,475,0,475,100.0,0.0,-1.0,16
MSC,718,2,481,66.991643454039,118.5,0.09068719915147515,16
PEC,11258,2,9443,83.87813110676852,907.5,0.18227434746657242,16
FoCus,495,2,410,82.82828282828282,42.5,0.09832352014575099,16
MPChat,1462,5,1221,83.515731874145,48.2,0.19596451613910584,16
PER-CHAT,8359,8,7520,89.96291422418949,104.875,0.2450782051395314,16
