HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 24320
Vectorization method: tfidf
Number of clusters: 69
Number of noise points: 6194 (25.5%)
Analysis type: clusters
Timestamp: 2025-05-27 15:55:43

Dataset Distribution:
  PEC: 24320 statements

============================================================

Cluster Information:
  Cluster 67: 6021 statements (persistence: 0.079)
  Cluster 37: 679 statements (persistence: 0.347)
  Cluster 32: 678 statements (persistence: 0.423)
  Cluster 31: 579 statements (persistence: 0.350)
  Cluster 5: 521 statements (persistence: 0.273)
  Cluster 29: 515 statements (persistence: 0.363)
  Cluster 15: 466 statements (persistence: 0.356)
  Cluster 2: 403 statements (persistence: 0.369)
  Cluster 34: 396 statements (persistence: 0.269)
  Cluster 27: 356 statements (persistence: 0.458)
  Cluster 53: 308 statements (persistence: 0.476)
  Cluster 14: 299 statements (persistence: 0.320)
  Cluster 17: 293 statements (persistence: 0.476)
  Cluster 7: 283 statements (persistence: 0.357)
  Cluster 4: 273 statements (persistence: 0.407)
  Cluster 1: 268 statements (persistence: 0.417)
  Cluster 8: 252 statements (persistence: 0.424)
  Cluster 11: 223 statements (persistence: 0.457)
  Cluster 3: 214 statements (persistence: 0.486)
  Cluster 41: 204 statements (persistence: 0.509)
  Cluster 46: 187 statements (persistence: 0.620)
  Cluster 6: 177 statements (persistence: 0.518)
  Cluster 25: 175 statements (persistence: 0.547)
  Cluster 13: 166 statements (persistence: 0.590)
  Cluster 21: 154 statements (persistence: 0.994)
  Cluster 9: 152 statements (persistence: 0.527)
  Cluster 20: 152 statements (persistence: 0.605)
  Cluster 26: 152 statements (persistence: 0.673)
  Cluster 12: 145 statements (persistence: 0.564)
  Cluster 39: 143 statements (persistence: 0.544)
  Cluster 58: 142 statements (persistence: 0.726)
  Cluster 0: 132 statements (persistence: 0.471)
  Cluster 50: 130 statements (persistence: 0.656)
  Cluster 44: 127 statements (persistence: 0.660)
  Cluster 38: 119 statements (persistence: 0.682)
  Cluster 22: 118 statements (persistence: 0.745)
  Cluster 47: 113 statements (persistence: 0.677)
  Cluster 24: 112 statements (persistence: 0.700)
  Cluster 61: 108 statements (persistence: 0.814)
  Cluster 23: 102 statements (persistence: 0.720)
  Cluster 57: 95 statements (persistence: 1.000)
  Cluster 51: 94 statements (persistence: 0.799)
  Cluster 48: 93 statements (persistence: 0.833)
  Cluster 63: 93 statements (persistence: 0.854)
  Cluster 19: 89 statements (persistence: 0.774)
  Cluster 36: 89 statements (persistence: 0.753)
  Cluster 18: 83 statements (persistence: 0.729)
  Cluster 54: 83 statements (persistence: 0.862)
  Cluster 49: 82 statements (persistence: 0.874)
  Cluster 59: 80 statements (persistence: 0.947)
  Cluster 62: 80 statements (persistence: 0.906)
  Cluster 40: 79 statements (persistence: 0.837)
  Cluster 28: 78 statements (persistence: 0.765)
  Cluster 65: 77 statements (persistence: 0.901)
  Cluster 66: 71 statements (persistence: 0.963)
  Cluster 60: 68 statements (persistence: 0.961)
  Cluster 64: 68 statements (persistence: 0.951)
  Cluster 30: 65 statements (persistence: 0.907)
  Cluster 56: 65 statements (persistence: 0.909)
  Cluster 33: 63 statements (persistence: 0.903)
  Cluster 52: 62 statements (persistence: 0.952)
  Cluster 68: 60 statements (persistence: 0.986)
  Cluster 42: 58 statements (persistence: 0.991)
  Cluster 43: 55 statements (persistence: 0.982)
  Cluster 10: 53 statements (persistence: 0.980)
  Cluster 35: 52 statements (persistence: 0.986)
  Cluster 45: 52 statements (persistence: 0.982)
  Cluster 55: 52 statements (persistence: 0.998)
  Cluster 16: 50 statements (persistence: 1.000)
