Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,12,180,42.25352112676056,20.5,0.3964774841062605,48
SyntheticPersonaChat,475,10,161,33.89473684210526,31.4,0.007878673707979627,48
MSC,718,16,255,35.515320334261844,28.9375,0.333481849553949,48
PEC,11258,176,5810,51.607745603126666,30.954545454545453,0.46359461204379565,48
FoCus,495,11,204,41.21212121212121,26.454545454545453,0.411565076886562,48
MPChat,1462,43,590,40.355677154582764,20.27906976744186,0.2670147360697078,48
PER-CHAT,8359,60,5057,60.49766718506998,55.03333333333333,0.4977463569359319,48
