Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,36,390,39.75535168195719,16.416666666666668,0.5832579889154655,16
SyntheticPersonaChat,1045,35,418,40.0,17.914285714285715,0.6228232792861125,16
MSC,1898,42,927,48.840885142255004,23.11904761904762,0.4970991461721731,16
PEC,33064,535,19874,60.107669973384944,24.654205607476637,0.4424920051646102,16
FoCus,1270,48,403,31.73228346456693,18.0625,0.7321517184361112,16
MPChat,4177,75,2153,51.54417045726598,26.986666666666668,0.42592538974392313,16
PER-CHAT,26941,330,15519,57.603652425670916,34.61212121212121,0.3579674022588611,16
