Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,9,554,70.48346055979644,25.77777777777778,0.24650656,16
SyntheticPersonaChat,864,8,607,70.25462962962963,32.125,0.2285141,16
MSC,1455,10,1212,83.29896907216495,24.3,0.26534814,16
PEC,24320,2,17153,70.53042763157895,3583.5,0.04785931,16
FoCus,950,6,530,55.78947368421052,70.0,0.18851516,16
MPChat,3015,6,2483,82.35489220563848,88.66666666666667,0.22517262,16
PER-CHAT,19148,18,16065,83.89910173386255,171.27777777777777,0.2688393,16
