HDBSCAN Clustering Analysis Summary
============================================================
Total statements: 12212
Vectorization method: hybrid
Number of clusters: 193
Number of noise points: 5523 (45.2%)
Analysis type: clusters
Timestamp: 2025-05-27 16:14:46

Dataset Distribution:
  PER-CHAT: 12212 statements

============================================================

Cluster Information:
  Cluster 191: 1206 statements (persistence: 0.426)
  Cluster 9: 775 statements (persistence: 0.875)
  Cluster 8: 274 statements (persistence: 0.793)
  Cluster 151: 256 statements (persistence: 0.375)
  Cluster 167: 221 statements (persistence: 0.747)
  Cluster 115: 156 statements (persistence: 0.318)
  Cluster 118: 149 statements (persistence: 0.375)
  Cluster 183: 149 statements (persistence: 0.364)
  Cluster 138: 147 statements (persistence: 0.336)
  Cluster 188: 129 statements (persistence: 0.472)
  Cluster 157: 120 statements (persistence: 0.471)
  Cluster 179: 115 statements (persistence: 0.416)
  Cluster 41: 106 statements (persistence: 0.372)
  Cluster 97: 84 statements (persistence: 0.394)
  Cluster 4: 82 statements (persistence: 0.519)
  Cluster 65: 76 statements (persistence: 0.284)
  Cluster 136: 66 statements (persistence: 0.452)
  Cluster 131: 60 statements (persistence: 0.731)
  Cluster 125: 53 statements (persistence: 0.567)
  Cluster 150: 52 statements (persistence: 0.538)
  Cluster 112: 47 statements (persistence: 0.458)
  Cluster 3: 44 statements (persistence: 0.501)
  Cluster 61: 43 statements (persistence: 0.469)
  Cluster 70: 43 statements (persistence: 0.436)
  Cluster 106: 41 statements (persistence: 0.731)
  Cluster 113: 41 statements (persistence: 0.406)
  Cluster 84: 39 statements (persistence: 0.512)
  Cluster 173: 36 statements (persistence: 0.629)
  Cluster 53: 35 statements (persistence: 0.373)
  Cluster 149: 35 statements (persistence: 0.870)
  Cluster 166: 34 statements (persistence: 0.644)
  Cluster 103: 33 statements (persistence: 0.481)
  Cluster 48: 30 statements (persistence: 0.427)
  Cluster 76: 30 statements (persistence: 0.547)
  Cluster 161: 30 statements (persistence: 0.652)
  Cluster 110: 29 statements (persistence: 0.557)
  Cluster 177: 29 statements (persistence: 0.714)
  Cluster 93: 28 statements (persistence: 0.537)
  Cluster 128: 28 statements (persistence: 0.650)
  Cluster 168: 28 statements (persistence: 0.567)
  Cluster 54: 26 statements (persistence: 0.402)
  Cluster 176: 26 statements (persistence: 0.670)
  Cluster 11: 25 statements (persistence: 0.553)
  Cluster 171: 25 statements (persistence: 0.675)
  Cluster 23: 22 statements (persistence: 0.604)
  Cluster 147: 22 statements (persistence: 0.831)
  Cluster 175: 22 statements (persistence: 0.760)
  Cluster 133: 21 statements (persistence: 0.812)
  Cluster 159: 21 statements (persistence: 0.767)
  Cluster 1: 20 statements (persistence: 0.868)
  Cluster 38: 20 statements (persistence: 0.533)
  Cluster 51: 20 statements (persistence: 0.711)
  Cluster 88: 20 statements (persistence: 0.777)
  Cluster 124: 20 statements (persistence: 0.710)
  Cluster 137: 20 statements (persistence: 0.702)
  Cluster 140: 20 statements (persistence: 0.644)
  Cluster 184: 20 statements (persistence: 0.815)
  Cluster 141: 19 statements (persistence: 0.623)
  Cluster 26: 18 statements (persistence: 0.728)
  Cluster 27: 18 statements (persistence: 0.708)
  Cluster 42: 18 statements (persistence: 0.585)
  Cluster 63: 18 statements (persistence: 0.705)
  Cluster 154: 18 statements (persistence: 0.830)
  Cluster 189: 18 statements (persistence: 0.870)
  Cluster 0: 17 statements (persistence: 0.719)
  Cluster 40: 17 statements (persistence: 0.824)
  Cluster 73: 17 statements (persistence: 0.751)
  Cluster 96: 17 statements (persistence: 0.930)
  Cluster 56: 16 statements (persistence: 0.741)
  Cluster 67: 16 statements (persistence: 0.696)
  Cluster 68: 16 statements (persistence: 0.848)
  Cluster 83: 15 statements (persistence: 0.738)
  Cluster 105: 15 statements (persistence: 0.760)
  Cluster 109: 15 statements (persistence: 0.793)
  Cluster 146: 15 statements (persistence: 0.770)
  Cluster 49: 14 statements (persistence: 0.883)
  Cluster 57: 14 statements (persistence: 0.687)
  Cluster 72: 14 statements (persistence: 0.910)
  Cluster 74: 14 statements (persistence: 0.947)
  Cluster 77: 14 statements (persistence: 0.801)
  Cluster 87: 14 statements (persistence: 0.800)
  Cluster 91: 14 statements (persistence: 0.670)
  Cluster 95: 14 statements (persistence: 0.695)
  Cluster 129: 14 statements (persistence: 0.908)
  Cluster 158: 14 statements (persistence: 0.868)
  Cluster 29: 13 statements (persistence: 0.760)
  Cluster 98: 13 statements (persistence: 0.911)
  Cluster 99: 13 statements (persistence: 0.743)
  Cluster 116: 13 statements (persistence: 0.937)
  Cluster 120: 13 statements (persistence: 0.818)
  Cluster 165: 13 statements (persistence: 0.872)
  Cluster 18: 12 statements (persistence: 0.703)
  Cluster 35: 12 statements (persistence: 0.835)
  Cluster 85: 12 statements (persistence: 0.869)
  Cluster 89: 12 statements (persistence: 0.749)
  Cluster 122: 12 statements (persistence: 0.934)
  Cluster 155: 12 statements (persistence: 0.953)
  Cluster 163: 12 statements (persistence: 0.985)
  Cluster 164: 12 statements (persistence: 0.914)
  Cluster 174: 12 statements (persistence: 0.724)
  Cluster 31: 11 statements (persistence: 0.942)
  Cluster 181: 11 statements (persistence: 0.965)
  Cluster 190: 11 statements (persistence: 0.865)
  Cluster 17: 10 statements (persistence: 0.893)
  Cluster 19: 10 statements (persistence: 0.808)
  Cluster 25: 10 statements (persistence: 0.932)
  Cluster 32: 10 statements (persistence: 0.926)
  Cluster 36: 10 statements (persistence: 0.776)
  Cluster 71: 10 statements (persistence: 0.958)
  Cluster 75: 10 statements (persistence: 0.824)
  Cluster 107: 10 statements (persistence: 0.919)
  Cluster 123: 10 statements (persistence: 0.761)
  Cluster 132: 10 statements (persistence: 0.872)
  Cluster 139: 10 statements (persistence: 0.975)
  Cluster 148: 10 statements (persistence: 0.943)
  Cluster 162: 10 statements (persistence: 0.948)
  Cluster 186: 10 statements (persistence: 0.941)
  Cluster 5: 9 statements (persistence: 0.997)
  Cluster 20: 9 statements (persistence: 0.988)
  Cluster 28: 9 statements (persistence: 0.888)
  Cluster 62: 9 statements (persistence: 0.944)
  Cluster 82: 9 statements (persistence: 0.971)
  Cluster 94: 9 statements (persistence: 0.890)
  Cluster 143: 9 statements (persistence: 1.000)
  Cluster 156: 9 statements (persistence: 0.911)
  Cluster 172: 9 statements (persistence: 0.921)
  Cluster 192: 9 statements (persistence: 0.997)
  Cluster 2: 8 statements (persistence: 0.947)
  Cluster 6: 8 statements (persistence: 0.986)
  Cluster 14: 8 statements (persistence: 1.000)
  Cluster 15: 8 statements (persistence: 0.960)
  Cluster 21: 8 statements (persistence: 0.964)
  Cluster 43: 8 statements (persistence: 0.979)
  Cluster 64: 8 statements (persistence: 0.946)
  Cluster 69: 8 statements (persistence: 0.871)
  Cluster 78: 8 statements (persistence: 0.898)
  Cluster 114: 8 statements (persistence: 0.995)
  Cluster 127: 8 statements (persistence: 0.945)
  Cluster 134: 8 statements (persistence: 0.949)
  Cluster 144: 8 statements (persistence: 0.973)
  Cluster 170: 8 statements (persistence: 0.989)
  Cluster 185: 8 statements (persistence: 0.993)
  Cluster 12: 7 statements (persistence: 0.993)
  Cluster 30: 7 statements (persistence: 0.949)
  Cluster 34: 7 statements (persistence: 0.979)
  Cluster 37: 7 statements (persistence: 0.960)
  Cluster 45: 7 statements (persistence: 0.997)
  Cluster 46: 7 statements (persistence: 0.974)
  Cluster 55: 7 statements (persistence: 0.998)
  Cluster 58: 7 statements (persistence: 0.994)
  Cluster 59: 7 statements (persistence: 0.979)
  Cluster 60: 7 statements (persistence: 0.961)
  Cluster 79: 7 statements (persistence: 0.981)
  Cluster 86: 7 statements (persistence: 0.996)
  Cluster 90: 7 statements (persistence: 0.967)
  Cluster 92: 7 statements (persistence: 0.996)
  Cluster 101: 7 statements (persistence: 0.974)
  Cluster 111: 7 statements (persistence: 0.971)
  Cluster 119: 7 statements (persistence: 0.969)
  Cluster 126: 7 statements (persistence: 0.995)
  Cluster 135: 7 statements (persistence: 1.000)
  Cluster 145: 7 statements (persistence: 0.982)
  Cluster 152: 7 statements (persistence: 0.968)
  Cluster 160: 7 statements (persistence: 0.986)
  Cluster 7: 6 statements (persistence: 1.000)
  Cluster 10: 6 statements (persistence: 1.000)
  Cluster 13: 6 statements (persistence: 1.000)
  Cluster 16: 6 statements (persistence: 1.000)
  Cluster 22: 6 statements (persistence: 1.000)
  Cluster 24: 6 statements (persistence: 1.000)
  Cluster 33: 6 statements (persistence: 1.000)
  Cluster 39: 6 statements (persistence: 1.000)
  Cluster 44: 6 statements (persistence: 1.000)
  Cluster 47: 6 statements (persistence: 1.000)
  Cluster 50: 6 statements (persistence: 1.000)
  Cluster 52: 6 statements (persistence: 1.000)
  Cluster 66: 6 statements (persistence: 1.000)
  Cluster 80: 6 statements (persistence: 1.000)
  Cluster 81: 6 statements (persistence: 1.000)
  Cluster 100: 6 statements (persistence: 1.000)
  Cluster 102: 6 statements (persistence: 1.000)
  Cluster 104: 6 statements (persistence: 1.000)
  Cluster 108: 6 statements (persistence: 1.000)
  Cluster 117: 6 statements (persistence: 1.000)
  Cluster 121: 6 statements (persistence: 1.000)
  Cluster 130: 6 statements (persistence: 1.000)
  Cluster 142: 6 statements (persistence: 1.000)
  Cluster 153: 6 statements (persistence: 1.000)
  Cluster 169: 6 statements (persistence: 1.000)
  Cluster 178: 6 statements (persistence: 1.000)
  Cluster 180: 6 statements (persistence: 1.000)
  Cluster 182: 6 statements (persistence: 1.000)
  Cluster 187: 6 statements (persistence: 1.000)
