Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,574,40,147,25.609756097560975,10.675,0.2661521278146441,32
SyntheticPersonaChat,631,42,133,21.077654516640255,11.857142857142858,0.2737312395744797,32
MSC,976,44,331,33.91393442622951,14.659090909090908,0.21417784539449358,32
PEC,15829,323,6494,41.02596500094763,28.90092879256966,0.19469816752271515,32
FoCus,676,41,156,23.076923076923077,12.682926829268293,0.4140788461861591,32
MPChat,1903,73,765,40.19968470835523,15.58904109589041,0.26903315317581133,32
PER-CHAT,12212,255,6644,54.40550278414674,21.83529411764706,0.2819853578945245,32
