Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,426,2,306,71.83098591549296,60.0,0.19445919,16
SyntheticPersonaChat,475,2,343,72.21052631578947,66.0,0.23153311,16
MSC,718,2,471,65.59888579387186,123.5,0.17296763,16
PEC,11258,4,10591,94.07532421389234,166.75,0.17052,16
FoCus,495,2,323,65.25252525252525,86.0,0.22203423,16
MPChat,1462,3,1225,83.78932968536252,79.0,0.32378036,16
PER-CHAT,8359,6,6865,82.1270486900347,249.0,0.3438051,16
