Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,2,363,37.00305810397553,309.0,0.649000626724835,16
SyntheticPersonaChat,1045,2,336,32.15311004784689,354.5,0.6750072195913545,16
MSC,1898,4,631,33.24552160168599,316.75,0.5897468586287743,16
PEC,33064,38,12466,37.70263730946044,542.0526315789474,0.5259361111237651,16
FoCus,1270,5,365,28.74015748031496,181.0,0.5263986485225677,16
MPChat,4177,12,1356,32.46349054345224,235.08333333333334,0.6732721998345765,16
PER-CHAT,26941,22,13559,50.32849560149957,608.2727272727273,0.5642672034041211,16
