Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,2,364,46.31043256997455,211.0,0.48422393164515537,32
SyntheticPersonaChat,864,2,391,45.254629629629626,236.5,0.5560197225878192,32
MSC,1455,4,715,49.140893470790374,185.0,0.5328596727785486,32
PEC,24320,69,6194,25.46875,262.69565217391306,0.506042521406762,32
FoCus,950,5,375,39.473684210526315,115.0,0.43899395244337197,32
MPChat,3015,11,1625,53.8971807628524,126.36363636363636,0.47682596750452183,32
PER-CHAT,19148,36,10963,57.25402130770838,227.36111111111111,0.5604455700639294,32
